,ccg,month,111_111_offered,111_111_answered,amb_sys_made,amb_sys_answered,gp_appt_available,ae_attendances_attendances,population,People,Places,Lives,year
292,06N,May,272.1704609065652,244.89417453389052,188.53052804556765,122.25984438459987,3511.7598670404755,210.0659761277217,59.567,107.58,99.22,106.4,2018
293,06N,Jun,253.56557813363915,231.07144206300416,185.05096535934527,119.586209820554,3495.761075763426,212.9031174979435,59.567,107.58,99.22,106.4,2018
294,06N,Jul,263.57632723988365,235.9308622981108,203.5032471045068,131.59289408971424,3569.862507764366,221.29702687729784,59.567,107.58,99.22,106.4,2018
295,06N,Aug,241.90640378863063,216.93962985984956,187.7593224501969,121.27116612134026,3346.7188208236103,191.1964678429332,59.567,107.58,99.22,106.4,2018
296,06N,Sep,233.35519786254196,215.37706010227103,185.1935104693901,119.39797717523838,3385.9015898064363,204.47563248107173,59.567,107.58,99.22,106.4,2018
297,06N,Oct,245.37496522853007,226.31504840532023,190.58098462852016,121.4740187779425,4130.626017761512,208.68937498950763,59.567,107.58,99.22,106.4,2018
298,06N,Nov,257.5578580087709,238.98731742831924,193.2071041558844,122.01495919554851,4053.6035052965567,217.63728238789932,59.567,107.58,99.22,106.4,2018
299,06N,Dec,306.5985088620028,283.3402590088156,199.1263812255663,122.47548955107794,3169.1540618127488,214.14541608608792,59.567,107.58,99.22,106.4,2018
300,06Q,Jul,505.570536967793,468.0397825996303,203.5032471045068,131.59289408971424,3985.905639016448,235.1773879638228,39.3065,105.23333333333332,100.0,105.9,2018
301,06Q,Aug,554.8991534729848,515.0227269568118,187.7593224501969,121.27116612134024,3863.8393141083534,219.91273707910904,39.3065,105.23333333333332,100.0,105.9,2018
302,06Q,Sep,528.766628209227,488.50794400967465,185.19351046939008,119.39797717523837,3941.6890336203937,225.586098991261,39.3065,105.23333333333332,100.0,105.9,2018
303,06Q,Oct,557.2969516687286,510.9221445351051,190.58098462852013,121.4740187779425,4884.764606362815,226.88359431646165,39.3065,105.23333333333332,100.0,105.9,2018
304,06Q,Nov,567.9480407556192,527.2549728249537,193.2071041558844,122.0149591955485,4702.402910460102,225.61154007606885,39.3065,105.23333333333332,100.0,105.9,2018
305,06Q,Dec,690.6701324696626,637.9880735602786,199.1263812255663,122.47548955107791,3687.88877157722,223.67801763067175,39.3065,105.23333333333332,100.0,105.9,2018
306,06T,Jul,247.64582261374133,228.67601931696308,203.5032471045068,131.59289408971424,4290.033872655368,771.4748497011758,33.8326,95.25,97.3,101.0,2018
307,06T,Aug,266.02669410882214,246.5454500368857,187.7593224501969,121.27116612134024,3963.455365535016,737.3657360061006,33.8326,95.25,97.3,101.0,2018
308,06T,Sep,245.80153618211008,227.0487077596414,185.1935104693901,119.39797717523838,4205.82515088997,702.990606692953,33.8326,95.25,97.3,101.0,2018
309,06T,Oct,265.2672820487387,244.4841887309449,190.58098462852013,121.4740187779425,5299.504028658749,726.1635227561583,33.8326,95.25,97.3,101.0,2018
310,07H,Jul,247.64582261374133,228.67601931696308,203.5032471045068,131.59289408971426,3535.042846437066,333.9741292235509,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
311,07H,Aug,266.0266941088222,246.5454500368857,187.75932245019692,121.27116612134024,3348.799322276889,303.47658922811246,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
312,07H,Sep,245.80153618211008,227.04870775964145,185.19351046939008,119.39797717523837,3400.117298230752,313.02336189762474,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
313,07H,Oct,265.2672820487388,244.48418873094496,190.58098462852013,121.47401877794248,4313.088527581376,323.41728845589915,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
314,07K,Jan,784.6422247907982,753.9058948817518,195.31421328257264,125.63158448758324,5654.835344181959,261.1289324103776,23.0997,109.4,98.65,109.45,2018
315,07K,Feb,721.5245219634887,670.8745135218206,175.90980330236815,110.88913060640884,4903.353723208526,244.11572444663784,23.0997,109.4,98.65,109.45,2018
316,07K,Mar,921.7435724273475,791.3955592496873,194.32736252072385,124.52777363544124,5147.339575838648,267.01645475915274,23.0997,109.4,98.65,109.45,2018
317,07K,Apr,784.512352974281,751.9578176339953,172.45034313166488,110.12889001950307,4760.061818984663,258.3150430525072,23.0997,109.4,98.65,109.45,2018
318,07K,May,773.3433767538107,757.455724533219,188.5305280455676,122.25984438459986,4960.843647320095,281.1291921540107,23.0997,109.4,98.65,109.45,2018
319,07K,Jun,711.7841357247064,703.2991770455894,185.05096535934524,119.586209820554,4680.277233037658,266.71342052061283,23.0997,109.4,98.65,109.45,2018
320,07K,Jul,752.6504673220865,743.0399528998213,203.5032471045068,131.59289408971424,4775.559855755702,284.1595345394096,23.0997,109.4,98.65,109.45,2018
321,07K,Aug,736.3731996519435,724.3817019268649,187.7593224501969,121.27116612134024,4568.414308410932,262.86055663060563,23.0997,109.4,98.65,109.45,2018
322,07K,Sep,709.1001181833531,687.5413966415149,185.19351046939008,119.39797717523838,4467.200872738607,261.6917102819517,23.0997,109.4,98.65,109.45,2018
323,07K,Oct,683.3854985129677,658.017203686628,190.58098462852013,121.47401877794248,5609.1204647679415,270.8260280436543,23.0997,109.4,98.65,109.45,2018
324,11M,May,177.78956307078437,171.00249700895577,224.9254148004672,157.92411110649545,3937.303293463266,317.9819369339508,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
325,11M,Jun,163.85240183219216,157.93344887129513,225.76484133009063,169.75141567131843,3782.731809873761,315.9300332408398,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
326,11M,Jul,174.7432752802427,169.50302892552853,242.7772189971263,184.15296159365343,3888.120740326852,335.39155057626925,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
327,11M,Aug,156.82857765192767,151.4147086770272,224.61116794578768,170.47030916079083,3638.972280359493,300.69859428813146,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
328,11M,Sep,162.28979825051533,154.7766739588167,218.25950720497008,166.78974668474947,3673.412694654633,297.71544199583934,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
329,11M,Oct,158.42274898272927,149.7731857225384,224.16562617237207,170.30027147914916,4815.612777362136,295.9792157939762,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
330,11M,Nov,160.47465267584025,152.69320251658095,221.4579375204072,166.29254789412636,4795.456769545961,276.9912146954186,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
331,11M,Dec,202.69651713023904,190.6376369645715,235.9283594656856,176.2214570765701,3762.512666559336,287.3296525337853,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
332,11N,Jan,240.73845937241515,227.92629485577515,219.88455087129245,151.49926959130042,2431.2138117949357,261.6638214744549,56.821,94.0,99.5,103.2,2018
333,11N,Feb,218.4579644849616,205.87458862040444,207.19199126824216,140.38009663736494,2159.272100103835,242.4807729536615,56.821,94.0,99.5,103.2,2018
334,11N,Mar,274.2119990848454,257.3168370848806,239.6971693461233,166.47980458150388,2362.929198711744,282.254800161912,56.821,94.0,99.5,103.2,2018
335,11N,Apr,247.8309075869837,229.07023811618944,198.04008971962935,135.65778431430368,2295.5773393639674,300.2059097868746,56.821,94.0,99.5,103.2,2018
336,11N,May,244.94465074532303,229.7390049453547,224.9254148004672,157.92411110649545,2497.3865296281306,342.40861653262,56.821,94.0,99.5,103.2,2018
337,11N,Jun,232.83645131201493,211.4007145245596,225.7648413300907,169.75141567131843,2354.270428186762,348.5331127576072,56.821,94.0,99.5,103.2,2018
338,11N,Jul,257.52802660988016,227.97909223702504,242.77721899712637,184.1529615936534,2516.4287851322574,387.3567871033597,56.821,94.0,99.5,103.2,2018
339,11N,Aug,257.10564755988105,239.92889952658348,224.61116794578768,170.47030916079083,2169.884373735063,385.1392970908643,56.821,94.0,99.5,103.2,2018
340,11N,Sep,219.8658946516253,211.27752063497653,218.25950720497008,166.7897466847495,2327.4141602576515,319.37135918058465,56.821,94.0,99.5,103.2,2018
341,11N,Oct,212.26307175164112,199.1693212016684,224.16562617237213,170.3002714791492,3158.744126291336,308.5478960243572,56.821,94.0,99.5,103.2,2018
342,11N,Nov,212.79104556414003,198.44775699125324,221.4579375204072,166.29254789412633,3162.8975202829943,279.3685433202513,56.821,94.0,99.5,103.2,2018
343,11N,Dec,278.875767761919,261.7518171098713,235.92835946568565,176.22145707657012,2446.120272434488,275.4791362348428,56.821,94.0,99.5,103.2,2018
344,12F,Jan,406.65583028916126,308.9450949002496,310.56180131094885,234.7161867729248,4701.192630748526,448.2497254319612,32.3235,94.4,105.1,98.8,2018
345,12F,Feb,349.9336025343956,256.8729814607943,261.75643484569,205.2987969287578,4113.601559237087,472.96858322892007,32.3235,94.4,105.1,98.8,2018
346,12F,Mar,413.24765900495055,300.690725313664,303.67621537362794,234.7161867729248,4437.081380419818,547.3726545702043,32.3235,94.4,105.1,98.8,2018
347,12F,Apr,349.60859454461587,278.14017094586904,264.97318059068954,203.6779237489588,4036.9081318545327,518.9413275171314,32.3235,94.4,105.1,98.8,2018
348,12F,May,361.10054372169975,284.41949197917785,294.3614030511583,227.92643652489787,4261.017525948613,574.9686760406515,32.3235,94.4,105.1,98.8,2018
349,12F,Jun,328.55182689907787,254.3687532318503,281.1069105448842,220.21374692127847,4183.550667471035,558.5719368261481,32.3235,94.4,105.1,98.8,2018
350,12F,Jul,339.7666859310291,248.93528632578884,297.8698226331397,235.57245782292148,4477.237922873451,568.4409175986511,32.3235,94.4,105.1,98.8,2018
351,12F,Aug,300.1615456379968,239.42046908653168,274.1650732247168,213.85109050597487,4375.794700450137,535.7093136572462,32.3235,94.4,105.1,98.8,2018
352,12F,Sep,302.3574329535601,244.11850124648896,269.1566167668288,209.47181618214785,4599.68753383761,525.9640818599471,32.3235,94.4,105.1,98.8,2018
353,12F,Oct,326.8934527973812,255.9396251824524,299.0240176737678,230.861925355665,5517.502745680387,538.5864773307345,32.3235,94.4,105.1,98.8,2018
354,12F,Nov,336.2228488116999,265.78361718058903,283.9882313773547,216.5490734980568,5275.697248132164,524.1387844756911,32.3235,94.4,105.1,98.8,2018
355,12F,Dec,397.6826930328704,323.6058719776861,285.20284456992897,228.23686082282853,4077.281235014773,522.7466085046483,32.3235,94.4,105.1,98.8,2018
356,13T,Jan,744.2806186382525,602.1231072479361,234.22560581165985,160.62939935057764,4705.3534485502405,531.5056176199115,50.2704,93.4,98.5,96.5,2018
357,13T,Feb,617.9947113934978,517.4070643461586,221.69299500596483,159.43508589552292,4075.459912791623,495.142270600592,50.2704,93.4,98.5,96.5,2018
358,13T,Mar,708.5966248075704,594.2198437713535,252.23439342413317,181.9273492596889,4303.029217989115,545.0722492759159,50.2704,93.4,98.5,96.5,2018
359,13T,Apr,662.5581265867085,573.6771433715626,228.31740243351928,162.15397311796266,4040.389573188198,592.694707024412,50.2704,93.4,98.5,96.5,2018
360,13T,May,677.3089568632214,593.070146705684,241.60845988671687,178.11207460503653,4246.713771921449,636.6370667430535,50.2704,93.4,98.5,96.5,2018
361,13T,Jun,614.0683874522496,527.2915667912533,233.84926266505096,174.00302188185785,4052.106209618384,593.0328781947229,50.2704,93.4,98.5,96.5,2018
362,13T,Jul,643.0928152610355,537.8485335577773,255.57923914552444,185.22995238299137,4116.51787135173,624.5822591425571,50.2704,93.4,98.5,96.5,2018
363,13T,Aug,606.4182019460973,520.0896908327205,240.83465229445477,171.2706938327535,3913.058181355231,572.8619625067633,50.2704,93.4,98.5,96.5,2018
364,13T,Sep,593.6847646338721,515.3607481852501,238.62075613098503,171.61439497174834,3844.588465578153,586.8861198637767,50.2704,93.4,98.5,96.5,2018
365,13T,Oct,622.1741133051765,547.3208804510282,248.82234356941888,175.2741400607103,4945.45497947102,639.2429739966262,50.2704,93.4,98.5,96.5,2018
366,13T,Nov,630.1062999783799,556.6558421603314,249.19676659793288,172.84903090679688,4685.222317705847,611.4731531875616,50.2704,93.4,98.5,96.5,2018
367,13T,Dec,755.2352793583101,643.1217384576561,272.0384914553785,187.1231888246055,3738.681212005474,595.2608294344186,50.2704,93.4,98.5,96.5,2018
368,14L,Jan,406.65583028916126,308.9450949002496,310.5618013109489,234.71618677292483,4344.909947829453,1295.8272692909588,54.7627,88.6,94.2,90.2,2018
369,14L,Feb,349.9336025343956,256.8729814607942,261.7564348456899,205.29879692875787,3871.613342658415,1154.4171488987945,54.7627,88.6,94.2,90.2,2018
370,14L,Mar,413.2476590049505,300.690725313664,303.67621537362794,234.71618677292483,4097.314412912439,1317.3565218661606,54.7627,88.6,94.2,90.2,2018
371,14L,Apr,349.60859454461587,278.1401709458691,264.97318059068954,203.67792374895885,3690.7603167849647,1260.0364846875702,54.7627,88.6,94.2,90.2,2018
372,14L,May,361.1005437216998,284.4194919791778,294.36140305115833,227.9264365248979,3946.372257028963,1361.5654450931015,54.7627,88.6,94.2,90.2,2018
373,14L,Jun,328.551826899078,254.36875323185023,281.1069105448842,220.2137469212785,3810.3307543273063,1308.2627408801975,54.7627,88.6,94.2,90.2,2018
374,14L,Jul,339.7666859310291,248.93528632578884,297.8698226331397,235.5724578229215,4040.724799909427,1352.5812277334755,54.7627,88.6,94.2,90.2,2018
375,14L,Aug,300.16154563799694,239.42046908653168,274.1650732247168,213.85109050597492,3759.3836680806457,1226.2908877758036,54.7627,88.6,94.2,90.2,2018
376,14L,Sep,302.3574329535601,244.11850124648905,269.15661676682885,209.47181618214776,3840.387709152397,1264.5833751805517,54.7627,88.6,94.2,90.2,2018
377,14L,Oct,326.89345279738126,255.9396251824524,299.0240176737678,230.86192535566505,4867.838875731109,1356.7081243254988,54.7627,88.6,94.2,90.2,2018
378,14L,Nov,336.2228488116999,265.78361718058903,283.98823137735474,216.5490734980568,4553.50083177053,1302.0723959921625,54.7627,88.6,94.2,90.2,2018
379,14L,Dec,397.6826930328704,323.6058719776861,285.202844569929,228.23686082282856,3588.9026655004227,1291.937760555999,54.7627,88.6,94.2,90.2,2018
380,15M,Jan,317.61937444847536,289.0479458770468,1020.3785578570192,773.4925594027102,5437.954701441318,291.52858123345425,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
381,15M,Feb,295.47014413177766,245.08285125992745,942.6390881938614,718.4835445558867,4759.888224335719,270.3696440827532,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
382,15M,Mar,319.8254730855966,287.0183351308952,1037.9078478954996,799.2911454339687,4923.796450632415,295.2446318266497,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
383,15M,Apr,282.4492597313462,257.3095401509952,899.4072491802734,681.3070946617046,4786.969310716737,300.9608785175017,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
384,15M,May,301.17658593979803,267.9184233748407,983.9400769206276,752.9406293864295,4876.232964016081,325.6397686047652,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
385,15M,Jun,290.22453181684483,242.4453377782136,959.5264463307022,741.4414555578414,4625.198548877341,316.030983429748,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
386,15M,Jul,313.90332385527995,246.5143641533484,1044.5394593518106,804.3659456642555,4701.735464261203,430.62064908324345,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
387,15M,Aug,283.29247965486815,237.6801647220316,948.967424736012,730.761123997487,4535.552505147563,393.666045690754,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
388,15M,Sep,289.3813118933229,255.36817335032848,961.7858444411984,738.686708420883,4602.568879301893,395.8917540935386,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
389,15M,Oct,297.89195019119524,267.516423178743,981.2156572750852,742.9224480553255,5566.143739582312,407.2948328267477,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
390,15M,Nov,307.2850279439161,272.23257182076674,998.4163994898915,750.0797360295147,5348.563584665164,393.5091675654476,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
391,15M,Dec,372.840474556329,336.1211883517992,1065.2834634803933,801.8234909672095,4365.692714972056,410.6088832238455,101.99,103.4846153846154,103.3846153846154,104.43076923076924,2018
392,15N,Jan,251.63168269738043,235.30229465585185,439.7691017425848,302.99853918260084,5747.760361624765,319.8131583046243,119.4166,103.55,101.00833333333333,107.03333333333332,2018
393,15N,Feb,224.34904360030347,205.984762587446,414.38398253648427,280.76019327472983,5059.313361793921,299.80756444246447,119.4166,103.55,101.00833333333333,107.03333333333332,2018
394,15N,Mar,276.10064262422475,242.5877139359185,479.39433869224655,332.9596091630077,5258.716124893859,331.7964169135614,119.4166,103.55,101.00833333333333,107.03333333333332,2018
395,15N,Apr,290.25277892688285,270.8082460897396,396.0801794392588,271.3155686286073,4987.681779585083,336.9380806353556,119.4166,103.55,101.00833333333333,107.03333333333332,2018
396,15N,May,269.18368133073625,250.26671333801164,449.8508296009344,315.8482222129909,5193.591175766183,374.2946960472832,119.4166,103.55,101.00833333333333,107.03333333333332,2018
397,15N,Jun,286.7105578286436,259.99735380173274,451.5296826601814,339.50283134263685,4907.081595021127,370.0490551564858,119.4166,103.55,101.00833333333333,107.03333333333332,2018
398,15N,Jul,300.26813692568703,272.8263909707696,485.5544379942528,368.3059231873068,5030.891852556512,397.90112932372887,119.4166,103.55,101.00833333333333,107.03333333333332,2018
399,15N,Aug,278.9310698847564,259.1432011964836,449.22233589157526,340.94061832158167,4755.452759499098,381.10279475382816,119.4166,103.55,101.00833333333333,107.03333333333332,2018
400,15N,Sep,269.0245744728957,252.67843834106816,436.5190144099401,333.57949336949895,4810.955930749996,352.2123389880469,119.4166,103.55,101.00833333333333,107.03333333333332,2018
401,15N,Oct,259.6288958151547,244.39650768821085,448.33125234474414,340.6005429582983,6026.247607116598,353.39307935412666,119.4166,103.55,101.00833333333333,107.03333333333332,2018
402,15N,Nov,296.4328242472152,275.9917800372812,442.9158750408144,332.58509578825266,5936.703942332975,339.4335460899071,119.4166,103.55,101.00833333333333,107.03333333333332,2018
403,15N,Dec,351.5591634663857,333.8815541557874,471.8567189313712,352.4429141531402,4736.050096887702,331.1013711661528,119.4166,103.55,101.00833333333333,107.03333333333332,2018
404,16C,Jan,744.2806186382525,602.1231072479361,702.6768174349796,481.888198051733,5288.572767557884,644.0120186746237,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
405,16C,Feb,617.9947113934979,517.4070643461586,665.0789850178945,478.3052576865688,4540.950104110434,566.7297459230829,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
406,16C,Mar,708.5966248075704,594.2198437713533,756.7031802723995,545.7820477790666,4811.9635049919625,650.4753190050484,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
407,16C,Apr,662.5581265867085,573.6771433715626,684.9522073005579,486.461919353888,4559.265828641937,668.368224664978,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
408,16C,May,677.3089568632214,593.070146705684,724.8253796601507,534.3362238151095,4743.950620213442,716.7973732136608,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
409,16C,Jun,614.0683874522496,527.2915667912533,701.5477879951529,522.0090656455735,4413.95613717662,684.362968719412,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
410,16C,Jul,643.0928152610354,537.8485335577773,766.7377174365733,555.689857148974,4436.513397915419,721.617300721951,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
411,16C,Aug,606.4182019460973,520.0896908327204,722.5039568833644,513.8120814982605,4152.19699711101,661.1605792218116,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
412,16C,Sep,593.684764633872,515.3607481852501,715.8622683929552,514.843184915245,4401.409495108886,665.127750324789,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
413,16C,Oct,622.1741133051765,547.3208804510283,746.4670307082566,525.8224201821308,5467.874070866282,683.6955941413411,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
414,16C,Nov,630.1062999783799,556.6558421603314,747.5902997937986,518.5470927203908,5147.905037046705,642.5259979474524,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
415,16C,Dec,755.23527935831,643.1217384576561,816.1154743661355,561.3695664738165,4150.461823208026,667.0186449626567,67.4284,96.43333333333334,98.23333333333332,95.63333333333333,2018
416,18C,Jan,296.36127925451547,277.9163307279809,1020.3785578570192,773.4925594027102,5383.988553414847,250.4068026586276,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
417,18C,Feb,293.6431349450035,262.8690625883362,942.6390881938614,718.4835445558867,4713.809866303478,232.57889931187864,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
418,18C,Mar,323.8741354365532,266.302947766234,1037.9078478954996,799.2911454339687,4857.708336521442,260.4302161282589,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
419,18C,Apr,292.10303883520834,268.56156972833867,899.4072491802733,681.3070946617045,4647.42069261022,262.1135374743039,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
420,18C,May,299.2019628566694,276.8246170298981,983.9400769206276,752.9406293864295,4780.211792431175,292.93617151514223,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
421,18C,Jun,275.66606371764715,257.30466470882294,959.526446330702,741.4414555578413,4640.802179135997,288.24327564131994,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
422,18C,Jul,294.2976061670684,274.8249985726957,1044.5394593518106,804.3659456642555,4808.649721231784,307.5504613830781,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
423,18C,Aug,278.66549140345086,258.81412599545774,948.9674247360118,730.7611239974868,4643.263398982866,277.862794007376,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
424,18C,Sep,277.4957981555051,255.88432290774605,961.7858444411984,738.686708420883,4550.094112966165,272.7618202314822,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
425,18C,Oct,294.3198860384578,269.54188406947424,981.2156572750852,742.9224480553254,5714.990741732597,280.89787340403285,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
426,18C,Nov,308.787877521977,283.4974385110362,998.4163994898915,750.0797360295147,5521.064471207554,266.23257379833814,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
427,18C,Dec,364.8690987931272,330.8867249563802,1065.283463480393,801.8234909672094,4319.530098295765,259.5758030207967,78.4164,104.7875,99.15833333333332,104.60833333333332,2018
428,26A,Jan,329.8561337624304,290.3939467177304,976.5710664128636,628.1579224379162,5687.49626953662,269.65990894244663,102.1991,103.04,99.66,103.69666666666664,2018
429,26A,Feb,302.0770241616609,265.82425872634883,879.5490165118408,554.4456530320442,4889.964784425694,243.15282619905653,102.1991,103.04,99.66,103.69666666666664,2018
430,26A,Mar,343.3102639847122,309.59176744217905,971.6368126036192,622.6388681772063,5213.587986586966,276.362511998638,102.1991,103.04,99.66,103.69666666666664,2018
431,26A,Apr,309.4156406465419,276.7049807679324,862.2517156583245,550.6444500975156,4982.72489679459,224.70843676705567,102.1991,103.04,99.66,103.69666666666664,2018
432,26A,May,306.94008068564204,282.87920343721225,942.6526402278384,611.2992219229994,5204.507671789674,303.15335457944343,102.1991,103.04,99.66,103.69666666666664,2018
433,26A,Jun,280.66783366976813,260.70679683089185,925.2548267967264,597.93104910277,4894.651714154038,289.93406008467787,102.1991,103.04,99.66,103.69666666666664,2018
434,26A,Jul,300.22769280747093,277.223576332864,1017.516235522534,657.9644704485712,4984.721000478477,311.8324916755627,102.1991,103.04,99.66,103.69666666666664,2018
435,26A,Aug,301.90089736602374,278.9261353573564,938.7966122509848,606.3558306067013,4688.211540023347,306.35299136685154,102.1991,103.04,99.66,103.69666666666664,2018
436,26A,Sep,270.873226867947,249.80650514534864,925.9675523469508,596.9898858761919,4801.940525895042,284.08273654073275,102.1991,103.04,99.66,103.69666666666664,2018
437,26A,Oct,274.9339279895811,250.54036679383677,952.9049231426006,607.3700938897125,5849.826466182188,285.3449785761323,102.1991,103.04,99.66,103.69666666666664,2018
438,26A,Nov,277.21379151088416,253.48559820976897,966.035520779422,610.0747959777425,5718.142331977483,277.21379151088416,102.1991,103.04,99.66,103.69666666666664,2018
439,26A,Dec,341.21631208102616,311.6074407700264,995.6319061278316,612.3774477553898,4508.953601352654,283.5934954417407,102.1991,103.04,99.66,103.69666666666664,2018
440,27D,Jan,406.65583028916126,308.9450949002496,1242.2472052437954,938.8647470916992,4713.014978677152,239.36214459608595,72.1292,101.55,101.35,105.2,2018
441,27D,Feb,349.9336025343956,256.8729814607942,1047.02573938276,821.1951877150312,4119.330312827537,228.63140032053596,72.1292,101.55,101.35,105.2,2018
442,27D,Mar,413.2476590049505,300.690725313664,1214.7048614945118,938.8647470916992,4414.231684255475,256.7476140037599,72.1292,101.55,101.35,105.2,2018
443,27D,Apr,349.60859454461587,278.1401709458691,1059.892722362758,814.7116949958353,4124.238172612479,246.9873504766447,72.1292,101.55,101.35,105.2,2018
444,27D,May,361.1005437216998,284.41949197917785,1177.445612204633,911.7057460995916,4275.064744929931,270.76412881329617,72.1292,101.55,101.35,105.2,2018
445,27D,Jun,328.5518268990779,254.36875323185023,1124.4276421795369,880.8549876851138,4081.2597394675113,265.93945309250626,72.1292,101.55,101.35,105.2,2018
446,27D,Jul,339.7666859310291,248.93528632578884,1191.479290532559,942.289831291686,4208.767045801146,277.57135806303137,72.1292,101.55,101.35,105.2,2018
447,27D,Aug,300.16154563799694,239.4204690865317,1096.660292898867,855.4043620238997,4056.443160328965,253.05978715970787,72.1292,101.55,101.35,105.2,2018
448,27D,Sep,302.3574329535601,244.11850124648896,1076.6264670673154,837.8872647285912,4184.033650726751,253.2400192987029,72.1292,101.55,101.35,105.2,2018
449,27D,Oct,326.8934527973812,255.9396251824524,1196.0960706950711,923.44770142266,5118.759115587031,264.8026042157684,72.1292,101.55,101.35,105.2,2018
450,27D,Nov,336.22284881169986,265.78361718058903,1135.9529255094187,866.1962939922273,4895.756503607416,249.5521924546508,72.1292,101.55,101.35,105.2,2018
451,27D,Dec,397.6826930328704,323.6058719776861,1140.811378279716,912.947443291314,3792.6664929044,249.6492405294943,72.1292,101.55,101.35,105.2,2018
452,36J,Jan,373.16985460722464,365.4656962940487,702.6768174349796,481.888198051733,6219.214336254287,284.0105045447124,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
453,36J,Feb,323.68506705754595,314.7211408377857,665.0789850178945,478.3052576865688,5380.33051216459,253.05475425896697,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
454,36J,Mar,388.1891990711845,359.53826243876506,756.7031802723995,545.7820477790666,5685.091574593153,282.83690741849455,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
455,36J,Apr,386.9921686101472,345.5904735447484,684.9522073005579,486.461919353888,5450.27009742557,279.7073150819137,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
456,36J,May,391.9961072669787,352.0323544535179,724.8253796601508,534.3362238151095,5710.553529635879,315.3574538725304,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
457,36J,Jun,338.51619918486483,306.6004058861776,701.5477879951529,522.0090656455735,5202.981276873674,297.3793065911936,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
458,36J,Jul,362.7177961790888,330.2950843203815,766.7377174365733,555.6898571489742,5522.216703858923,312.0237576879116,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
459,36J,Aug,345.2291058583976,325.0502338726494,722.5039568833643,513.8120814982606,5112.937462580961,282.4457083764219,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
460,36J,Sep,344.1525312928104,319.0324580957779,715.8622683929552,514.8431849152452,5128.262259837806,288.31369400751106,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
461,36J,Oct,369.61891518926257,329.18337678528803,746.4670307082567,525.8224201821309,6273.897158874435,300.8490720078376,58.7936,97.13333333333333,97.56666666666668,96.11666666666667,2018
