,ccg,month,111_111_offered,111_111_answered,amb_sys_made,amb_sys_answered,gp_appt_available,ae_attendances_attendances,population,People,Places,Lives,year
91,01V,Aug,300.1615456379969,239.4204690865317,274.1650732247168,213.85109050597492,4142.769824120387,982.876918706256,11.6159,94.8,103.7,95.4,2018
92,01V,Sep,302.3574329535601,244.11850124648896,269.15661676682885,209.47181618214785,4293.855835535775,1031.000611231157,11.6159,94.8,103.7,95.4,2018
93,01V,Oct,326.89345279738126,255.9396251824524,299.0240176737678,230.861925355665,5266.488175690218,1062.2508802589557,11.6159,94.8,103.7,95.4,2018
94,01V,Nov,336.2228488116999,265.78361718058903,283.9882313773547,216.5490734980568,5014.936423350752,1048.1323014144405,11.6159,94.8,103.7,95.4,2018
95,01V,Dec,397.6826930328704,323.6058719776861,285.202844569929,228.23686082282856,3818.903399650479,999.1477199356056,11.6159,94.8,103.7,95.4,2018
96,01W,Jan,406.65583028916126,308.9450949002496,310.5618013109489,234.71618677292483,3951.983548967527,272.2303144546311,29.1775,100.2,104.4,104.2,2018
97,01W,Feb,349.9336025343956,256.8729814607943,261.75643484569,205.29879692875784,3442.2414531745358,245.05183788878415,29.1775,100.2,104.4,104.2,2018
98,01W,Mar,413.24765900495055,300.690725313664,303.67621537362794,234.71618677292483,3675.1606546140006,283.16339645274616,29.1775,100.2,104.4,104.2,2018
99,01W,Apr,349.60859454461587,278.1401709458691,264.97318059068954,203.6779237489588,3614.908748179248,264.0047982178048,29.1775,100.2,104.4,104.2,2018
100,01W,May,361.1005437216998,284.41949197917785,294.36140305115833,227.92643652489792,3759.746379916032,292.1086453602948,29.1775,100.2,104.4,104.2,2018
101,01W,Jun,328.55182689907804,254.3687532318503,281.1069105448843,220.2137469212785,3544.889041213264,293.41101876445896,29.1775,100.2,104.4,104.2,2018
102,01W,Jul,339.7666859310292,248.9352863257889,297.86982263313973,235.57245782292148,3807.762830948505,307.3258503984235,29.1775,100.2,104.4,104.2,2018
103,01W,Aug,300.16154563799694,239.4204690865317,274.1650732247168,213.85109050597487,3615.5256618970097,275.2463370748008,29.1775,100.2,104.4,104.2,2018
104,01W,Sep,302.3574329535601,244.118501246489,269.15661676682885,209.4718161821478,3782.2637306143433,285.596778339474,29.1775,100.2,104.4,104.2,2018
105,01W,Oct,326.89345279738126,255.9396251824524,299.0240176737678,230.861925355665,4552.99460200497,283.78031017050813,29.1775,100.2,104.4,104.2,2018
106,01W,Nov,336.2228488117,265.78361718058903,283.9882313773547,216.54907349805683,4344.306400479822,282.40939079770374,29.1775,100.2,104.4,104.2,2018
107,01W,Dec,397.6826930328704,323.6058719776861,285.202844569929,228.23686082282856,3411.532859223717,268.3574672264588,29.1775,100.2,104.4,104.2,2018
108,01Y,Jan,406.6558302891614,308.9450949002496,310.56180131094885,234.7161867729248,4565.083735156392,483.8117186684351,25.8613,99.5,102.5,101.35,2018
109,01Y,Feb,349.9336025343956,256.8729814607942,261.7564348456899,205.2987969287578,4021.027558552741,436.4436435910028,25.8613,99.5,102.5,101.35,2018
110,01Y,Mar,413.24765900495055,300.6907253136639,303.67621537362794,234.7161867729248,4203.384980646758,464.2458035752263,25.8613,99.5,102.5,101.35,2018
111,01Y,Apr,349.60859454461587,278.1401709458691,264.97318059068954,203.6779237489588,3984.602475513605,475.2661312463024,25.8613,99.5,102.5,101.35,2018
112,01Y,May,361.1005437216999,284.4194919791778,294.36140305115833,227.92643652489787,4148.8246917208335,504.4990004369464,25.8613,99.5,102.5,101.35,2018
113,01Y,Jun,328.55182689907787,254.36875323185023,281.1069105448842,220.21374692127844,3868.328351629655,471.747359954836,25.8613,99.5,102.5,101.35,2018
114,01Y,Jul,339.7666859310291,248.93528632578884,297.86982263313973,235.57245782292148,4181.034982773488,499.00817050960313,25.8613,99.5,102.5,101.35,2018
115,01Y,Aug,300.16154563799694,239.4204690865317,274.1650732247168,213.85109050597487,3966.0419236465295,440.1944217808076,25.8613,99.5,102.5,101.35,2018
116,01Y,Sep,302.3574329535601,244.11850124648896,269.15661676682885,209.47181618214785,4080.6146636093313,470.9740036270412,25.8613,99.5,102.5,101.35,2018
117,01Y,Oct,326.89345279738126,255.9396251824524,299.0240176737678,230.861925355665,4915.607490729391,491.9706279266704,25.8613,99.5,102.5,101.35,2018
118,01Y,Nov,336.2228488116999,265.783617180589,283.9882313773547,216.5490734980568,4595.24463194039,475.8074806757588,25.8613,99.5,102.5,101.35,2018
119,01Y,Dec,397.6826930328704,323.6058719776861,285.20284456992897,228.23686082282856,3651.40190168321,459.4896621592882,25.8613,99.5,102.5,101.35,2018
120,02E,Jan,406.65583028916126,308.9450949002496,310.56180131094885,234.71618677292483,4375.86794370714,530.4069794090649,20.9547,101.1,101.6,101.3,2018
121,02E,Feb,349.9336025343956,256.8729814607942,261.75643484569,205.2987969287578,3751.521138455812,472.5324195729743,20.9547,101.1,101.6,101.3,2018
122,02E,Mar,413.2476590049505,300.690725313664,303.6762153736279,234.71618677292483,4097.505571542422,556.7728264248422,20.9547,101.1,101.6,101.3,2018
123,02E,Apr,349.60859454461587,278.1401709458691,264.9731805906895,203.6779237489588,3648.203028437535,535.650623599996,20.9547,101.1,101.6,101.3,2018
124,02E,May,361.1005437216998,284.4194919791778,294.36140305115833,227.92643652489787,3874.6915966346455,577.2644776098883,20.9547,101.1,101.6,101.3,2018
125,02E,Jun,328.551826899078,254.36875323185023,281.1069105448842,220.21374692127847,3612.7933112857736,565.8614885648173,20.9547,101.1,101.6,101.3,2018
126,02E,Jul,339.76668593102914,248.93528632578884,297.86982263313973,235.57245782292148,3720.167790519549,573.9791049548224,20.9547,101.1,101.6,101.3,2018
127,02E,Aug,300.16154563799694,239.42046908653168,274.1650732247168,213.85109050597487,3544.0259225853865,525.1157835868163,20.9547,101.1,101.6,101.3,2018
128,02E,Sep,302.35743295356014,244.11850124648893,269.15661676682885,209.4718161821478,3729.139524784416,513.4579499194525,20.9547,101.1,101.6,101.3,2018
129,02E,Oct,326.89345279738126,255.9396251824524,299.0240176737678,230.861925355665,4623.831407751006,545.75279622715,20.9547,101.1,101.6,101.3,2018
130,02E,Nov,336.2228488116999,265.78361718058903,283.9882313773547,216.54907349805683,4450.552859263077,518.6951233883955,20.9547,101.1,101.6,101.3,2018
131,02E,Dec,397.6826930328704,323.6058719776861,285.202844569929,228.23686082282856,3508.99798135979,509.6304652870017,20.9547,101.1,101.6,101.3,2018
132,02H,Jan,406.6558302891613,308.94509490024967,310.56180131094897,234.71618677292489,3434.379676651701,324.97125857910265,32.6088,94.3,102.7,98.3,2018
133,02H,Feb,349.9336025343957,256.8729814607942,261.75643484569,205.29879692875787,3115.754029587105,303.7048257474364,32.6088,94.3,102.7,98.3,2018
134,02H,Mar,413.2476590049506,300.690725313664,303.676215373628,234.71618677292489,3348.237285640685,348.8072430485288,32.6088,94.3,102.7,98.3,2018
135,02H,Apr,349.6085945446159,278.1401709458691,264.97318059068954,203.67792374895885,3039.854272466328,338.46724470012475,32.6088,94.3,102.7,98.3,2018
136,02H,May,361.1005437216999,284.41949197917785,294.3614030511584,227.92643652489792,3145.3779347906084,368.92450999327787,32.6088,94.3,102.7,98.3,2018
137,02H,Jun,328.55182689907804,254.3687532318503,281.10691054488416,220.2137469212785,3027.6183116214024,359.0143757509554,32.6088,94.3,102.7,98.3,2018
138,02H,Jul,339.76668593102914,248.93528632578884,297.86982263313973,235.5724578229215,3066.258187973798,370.6386087116724,32.6088,94.3,102.7,98.3,2018
139,02H,Aug,300.161545637997,239.4204690865317,274.1650732247168,213.85109050597492,2961.5318564313925,335.9703482508825,32.6088,94.3,102.7,98.3,2018
140,02H,Sep,302.35743295356014,244.118501246489,269.15661676682885,209.47181618214785,3126.211329457079,327.6371164217783,32.6088,94.3,102.7,98.3,2018
141,02H,Oct,326.8934527973813,255.9396251824525,299.0240176737678,230.861925355665,3833.5050661171217,346.5390104634533,32.6088,94.3,102.7,98.3,2018
142,02H,Nov,336.22284881170003,265.78361718058903,283.9882313773547,216.54907349805688,3787.290547336915,349.4340532436261,32.6088,94.3,102.7,98.3,2018
143,02H,Dec,397.6826930328705,323.6058719776861,285.202844569929,228.23686082282856,2868.734820048576,334.24871592700714,32.6088,94.3,102.7,98.3,2018
144,02P,Jan,373.16985460722464,365.4656962940489,234.22560581165985,160.62939935057767,5362.134429585765,296.69778424871225,24.5199,95.7,100.4,99.0,2018
145,02P,Feb,323.68506705754595,314.7211408377857,221.6929950059649,159.43508589552292,4708.70598982867,277.2034143695529,24.5199,95.7,100.4,99.0,2018
146,02P,Mar,388.1891990711846,359.53826243876506,252.2343934241332,181.9273492596889,4939.294205930693,312.07305086888607,24.5199,95.7,100.4,99.0,2018
147,02P,Apr,386.9921686101472,345.5904735447485,228.31740243351928,162.15397311796266,4756.667033715472,312.23618367122214,24.5199,95.7,100.4,99.0,2018
148,02P,May,391.9961072669787,352.03235445351794,241.60845988671687,178.11207460503653,4903.568122219095,342.1710528998895,24.5199,95.7,100.4,99.0,2018
149,02P,Jun,338.5161991848649,306.6004058861776,233.84926266505096,174.00302188185785,4693.249156807328,322.2280678143059,24.5199,95.7,100.4,99.0,2018
150,02P,Jul,362.7177961790888,330.29508432038153,255.57923914552444,185.22995238299143,4829.791312362611,331.8121199515496,24.5199,95.7,100.4,99.0,2018
151,02P,Aug,345.2291058583975,325.05023387264947,240.83465229445477,171.2706938327535,4645.859077728702,311.17582045603774,24.5199,95.7,100.4,99.0,2018
152,02P,Sep,344.1525312928104,319.03245809577794,238.6207561309851,171.61439497174834,4518.57470870599,308.07629721165256,24.5199,95.7,100.4,99.0,2018
153,02P,Oct,369.6189151892625,329.18337678528803,248.8223435694189,175.2741400607103,5673.5141660447225,332.6277839632299,24.5199,95.7,100.4,99.0,2018
154,02P,Nov,388.9796908850773,339.07079820350066,249.19676659793285,172.84903090679688,5330.731365136073,325.00132545401897,24.5199,95.7,100.4,99.0,2018
155,02P,Dec,452.8288439672048,410.9227398396079,272.0384914553785,187.12318882460548,4239.5768335107405,342.0487032981374,24.5199,95.7,100.4,99.0,2018
156,02X,Jan,373.16985460722464,365.4656962940488,234.22560581165985,160.62939935057767,5567.588281134274,440.5523246452976,31.0542,92.9,96.9,95.2,2018
157,02X,Feb,323.685067057546,314.7211408377857,221.69299500596483,159.43508589552292,4850.583817969872,405.13038493987926,31.0542,92.9,96.9,95.2,2018
158,02X,Mar,388.1891990711846,359.5382624387651,252.2343934241332,181.92734925968887,5045.243477532829,443.45048334846814,31.0542,92.9,96.9,95.2,2018
159,02X,Apr,386.99216861014713,345.5904735447484,228.31740243351928,162.15397311796266,4812.360324851388,463.1579625300281,31.0542,92.9,96.9,95.2,2018
160,02X,May,391.9961072669786,352.03235445351794,241.60845988671687,178.1120746050365,5027.500305916752,494.1360588905848,31.0542,92.9,96.9,95.2,2018
161,02X,Jun,338.5161991848649,306.6004058861776,233.84926266505096,174.00302188185782,4682.555016712715,478.4860018934637,31.0542,92.9,96.9,95.2,2018
162,02X,Jul,362.7177961790888,330.29508432038153,255.5792391455244,185.2299523829913,4813.197570698972,517.289126752581,31.0542,92.9,96.9,95.2,2018
163,02X,Aug,345.2291058583976,325.05023387264947,240.8346522944547,171.2706938327535,4568.109949700845,456.3955922226301,31.0542,92.9,96.9,95.2,2018
164,02X,Sep,344.15253129281035,319.03245809577794,238.6207561309851,171.61439497174834,4736.589575645162,458.13448744453245,31.0542,92.9,96.9,95.2,2018
165,02X,Oct,369.6189151892625,329.183376785288,248.8223435694189,175.2741400607103,5703.479722549607,469.3729028601606,31.0542,92.9,96.9,95.2,2018
166,02X,Nov,388.9796908850772,339.07079820350066,249.19676659793285,172.8490309067969,5311.71306940768,452.724591198614,31.0542,92.9,96.9,95.2,2018
167,02X,Dec,452.8288439672048,410.9227398396079,272.0384914553785,187.12318882460548,4378.731379330332,462.93255018644817,31.0542,92.9,96.9,95.2,2018
168,03F,Jan,373.16985460722464,365.4656962940489,234.22560581165985,160.62939935057767,4964.760497995358,711.1435093709835,26.0645,89.4,92.5,89.1,2018
169,03F,Feb,323.68506705754595,314.7211408377857,221.6929950059649,159.43508589552292,4406.146290932111,655.226073778511,26.0645,89.4,92.5,89.1,2018
170,03F,Mar,388.1891990711847,359.53826243876506,252.2343934241332,181.92734925968887,4704.252911047593,724.8548792418808,26.0645,89.4,92.5,89.1,2018
171,03F,Apr,386.99216861014713,345.5904735447484,228.31740243351933,162.15397311796266,4323.773715206507,734.4280534827064,26.0645,89.4,92.5,89.1,2018
172,03F,May,391.9961072669786,352.0323544535179,241.60845988671687,178.11207460503653,4469.757716434231,792.0735099464789,26.0645,89.4,92.5,89.1,2018
173,03F,Jun,338.51619918486483,306.60040588617767,233.84926266505096,174.00302188185782,4083.2166356538582,750.7145734619886,26.0645,89.4,92.5,89.1,2018
174,03F,Jul,362.7177961790888,330.2950843203815,255.5792391455244,185.22995238299137,4051.948051948052,787.776477584454,26.0645,89.4,92.5,89.1,2018
175,03F,Aug,345.2291058583976,325.05023387264947,240.83465229445477,171.27069383275355,3657.810431813386,741.3915478908094,26.0645,89.4,92.5,89.1,2018
