,111_111_offered,111_111_answered,amb_sys_made,amb_sys_answered,gp_appt_attended,gp_appt_available,ae_attendances_attendances,population,People,Places,Lives,year,month,ccg
0,568.4793624406637,459.8998704888563,216.45067733438376,148.43954472341036,4338.335607094134,4738.295677636176,385.5854656773034,15.0265,94.8,101.7,96.8,2018.0,Jan,00N
1,472.02255537360793,395.1940043796306,204.8691421377488,147.33586540790444,3704.655109306891,4074.0025954147673,347.5193824243836,15.0265,94.8,101.7,96.8,2018.0,Feb,00N
2,541.2240321872472,453.86338093121,233.0928128651391,168.12123438191742,3907.696403021329,4321.498685655342,383.389345489635,15.0265,94.8,101.7,96.8,2018.0,Mar,00N
3,506.0599617265576,438.1729263719483,210.9908360903136,149.84842153452237,3721.0927361661065,4089.0426912454654,396.2998702292616,15.0265,94.8,101.7,96.8,2018.0,Apr,00N
4,517.3266028039577,452.9852456707656,223.27326088441623,164.5954935460489,3848.800452533857,4224.337004625162,422.1874688051109,15.0265,94.8,101.7,96.8,2018.0,May,00N
5,469.0236406162412,402.74375847414336,216.10289414171635,160.79826889141447,3720.6467193122035,4125.511596180082,380.92702891558247,15.0265,94.8,101.7,96.8,2018.0,Jun,00N
6,491.192413795008,410.80713885306704,236.18382471017333,171.17320933797873,3774.98196287444,4201.6437626859215,415.5991082421056,15.0265,94.8,101.7,96.8,2018.0,Jul,00N
7,463.1804512731581,397.24298665400096,222.5581760545949,158.273291936487,3669.989639716902,4044.321698332945,364.5559511529631,15.0265,94.8,101.7,96.8,2018.0,Aug,00N
8,453.4546890489906,393.63103407330505,220.51228819160727,158.5909102604027,3650.4958172084052,4020.497121751572,374.6048647389612,15.0265,94.8,101.7,96.8,2018.0,Sep,00N
9,475.214770345538,418.0420897410054,229.9396968785572,161.97292436868923,4558.370142237336,5091.272085981433,382.2580108475028,15.0265,94.8,101.7,96.8,2018.0,Oct,00N
10,481.2733513562772,425.17210622675225,230.2857056671804,159.73185206083724,4477.617703321989,4878.847369646957,384.9865238079393,15.0265,94.8,101.7,96.8,2018.0,Nov,00N
11,576.8465002996154,491.21450524810086,251.3940161772417,172.92277172558133,3322.9960403287523,3681.030180015306,408.54490400292815,15.0265,94.8,101.7,96.8,2018.0,Dec,00N
12,568.4793624406637,459.8998704888565,216.45067733438376,148.43954472341034,4262.896650169239,4635.116088776103,644.5891924431451,27.7417,92.8,100.0,93.5,2018.0,Jan,00P
13,472.02255537360793,395.1940043796306,204.8691421377488,147.33586540790444,3711.1280130633663,4067.1624305648174,573.973476751605,27.7417,92.8,100.0,93.5,2018.0,Feb,00P
14,541.2240321872472,453.8633809312101,233.0928128651391,168.12123438191742,3668.412534199418,4108.508130359711,659.9811835612093,27.7417,92.8,100.0,93.5,2018.0,Mar,00P
