ccg,icb_name,year,month,emergency_admissions,elective_total,outpatient_first_total,outpatient_dna,gp_referrals,gp_appt_available,111_offered,111_answered,population,pop_65plus,pct_65plus,fx_asthma__qof_prevalence,fx_chd__qof_prevalence,fx_copd__qof_prevalence,fx_depression__qof_prevalence,fx_diabetes__qof_prevalence,fx_heart_failure__qof_prevalence,fx_hypertension__qof_prevalence,fx_deprivation_score__imd_2019,emergency_admissions_rate,gp_appt_available_rate,111_offered_rate,111_answered_rate,elective_total_rate,outpatient_first_total_rate,outpatient_dna_rate,gp_referrals_rate,month_num
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Apr,5560.0,5320.0,13785.0,1080.0,5800.0,,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,171.27349234660088,,,,163.88039195753896,424.64120359674337,33.26895175077859,178.6665927356628,4
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,May,5945.0,5990.0,15150.0,1190.0,6690.0,,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,183.13325755405435,,,,184.51946387700346,466.68946205953296,36.6574560957653,206.0826733451007,5
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jun,5605.0,5595.0,14435.0,1155.0,6350.0,167637.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,172.65969866954998,5163.98820800488,,,172.35165282000574,444.66418381711935,35.57929562236043,195.60911446059632,6
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jul,5945.0,5795.0,14555.0,1195.0,6195.0,166968.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,183.13325755405435,5143.379940670369,,,178.51256981089065,448.3607340116503,36.81147902053742,190.8344037926605,7
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Aug,5785.0,6255.0,13950.0,1225.0,6230.0,168123.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,178.2045239613464,5178.95923629273,,,192.682678889926,429.7239601142234,37.735616569170155,191.91256426606537,8
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Sep,5805.0,6045.0,14715.0,1225.0,6590.0,186523.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,178.8206156604349,5745.763599454143,,,186.2137160494968,453.28946760435826,37.735616569170155,203.00221484965823,9
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Oct,6200.0,5950.0,14370.0,1220.0,6280.0,212304.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,190.98842671743265,6539.936604164164,,,183.2872804788265,442.6618857950818,37.58159364439803,193.45279351378662,10
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,6195.0,6605.0,16170.0,1350.0,7420.0,200528.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,190.8344037926605,6177.18181174086,,,203.4642836239746,498.11013871304607,41.58618968847323,228.57002036183067,11
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,6195.0,6605.0,16170.0,1350.0,7420.0,200528.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,190.8344037926605,6177.18181174086,,,203.4642836239746,498.11013871304607,41.58618968847323,228.57002036183067,11
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Dec,6310.0,5365.0,12830.0,1235.0,5750.0,174637.0,,,32.4627,84198.0,25.93684443992644,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,194.37693106241935,5379.620302685852,,,165.26659828048807,395.2228249652679,38.043662418714405,177.12636348794155,12
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jan,6130.0,6145.0,14740.0,1275.0,6545.0,188436.0,,,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,186.96719686456316,5747.365531544996,,,187.42470224025135,449.57528250956955,38.887956933493975,199.62484559193572,1
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Feb,5405.0,5590.0,13830.0,955.0,6100.0,171984.0,,,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,164.85443703963523,5245.573635490217,,,170.49700333978927,421.81995638448757,29.127842252146465,186.05218611318685,2
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Mar,6050.0,6590.0,15705.0,1115.0,6870.0,197333.0,,,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,184.5271681942263,6018.727220044836,,,200.99736171900022,479.0081283455081,34.007899592820216,209.53746206517928,3
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Apr,5775.0,5510.0,12700.0,1010.0,5840.0,156835.0,23665.485225548247,23665.485225548247,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,176.1395696399433,4783.523706403551,721.8057805971437,721.8057805971437,168.0569746694524,387.3545514159792,30.80536196300307,178.122092934592,4
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,May,6155.0,6040.0,14470.0,1140.0,6525.0,176721.0,24184.09046518925,24184.09046518925,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,187.72970582404346,5390.05383313254,737.6234262635307,737.6234262635307,184.2221646104342,441.3401857471826,34.770408552300495,199.0148384243515,5
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jun,5925.0,6425.0,15540.0,1345.0,7050.0,185685.0,21583.84470448344,21583.84470448344,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,180.71462339682492,5663.459045643787,658.3149986879796,658.3149986879796,195.9648025864304,473.9755692129383,41.02298202003874,215.02752657343726,6
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jul,6195.0,6005.0,14125.0,1140.0,6750.0,178701.0,22155.1527503803,22155.1527503803,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,188.9497201592119,5450.444542723378,675.7400988327605,675.7400988327605,183.1546520671618,430.8175621063548,34.770408552300495,205.87741905967397,7
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Aug,6170.0,6250.0,14595.0,1035.0,6910.0,179839.0,20298.521927257178,20298.521927257178,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,188.18721119973162,5485.15395055892,619.1121933496158,619.1121933496158,190.62723987006848,445.15273054458396,31.567870922483344,210.7574764003477,8
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Sep,5975.0,6215.0,14830.0,1010.0,7005.0,210764.0,19537.339387589203,19537.339387589203,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,182.2396413157855,6428.377533436019,595.8958530977446,595.8958530977446,189.55972732679612,452.32031476369855,30.80536196300307,213.65501044637276,9
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Oct,6335.0,6365.0,15240.0,1160.0,7200.0,219646.0,21372.792827376637,21372.792827376637,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,193.21977033230144,6699.28171656017,651.8778407996169,651.8778407996169,194.13478108367775,464.82546169917504,35.38041571988471,219.60258033031892,10
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Nov,6390.0,6720.0,15675.0,1135.0,7670.0,200735.0,20973.55102108224,20973.55102108224,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,194.89729004315802,6122.489439250912,639.7008226276743,639.7008226276743,204.96240830829765,478.0931175941318,34.61790676040444,233.93774876854806,11
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Dec,6210.0,5575.0,12375.0,930.0,5580.0,167690.0,24936.128225689543,24936.128225689543,32.7865,86056.0,26.247388406813783,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,189.40722553490005,5114.605096609886,760.5608474734889,760.5608474734889,170.0394979641011,377.4419349427356,28.365333292666193,170.19199975599716,12
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jan,6465.0,6470.0,15195.0,1035.0,6930.0,205813.0,23948.338096655967,23948.338096655967,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,195.0697000784503,6210.035604369078,722.5978545849969,722.5978545849969,195.22056604912194,458.48168487116044,31.229255929032643,209.10023535091423,1
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Feb,6120.0,6240.0,14655.0,1050.0,6890.0,188733.0,22491.88883310549,22491.88883310549,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,184.65994810210609,5694.677448554704,678.6521282090848,678.6521282090848,188.2807313982258,442.1881600386217,31.68185384104761,207.89330758554098,2
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Mar,6270.0,6205.0,14220.0,945.0,6660.0,184303.0,24853.996952922433,24853.996952922433,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,189.18592722225574,5561.010198539617,749.9244750746011,749.9244750746011,187.2246696035242,429.06282059018764,28.51366845694285,200.95347293464485,3
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Apr,5885.0,6470.0,15185.0,1015.0,7010.0,191249.0,10663.460751308194,10663.460751308194,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,177.56924748053828,5770.5932049966805,321.75067139304184,321.75067139304184,195.22056604912194,458.1799529298171,30.625792046346024,211.5140908816607,4
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,May,6180.0,6485.0,15450.0,1035.0,7085.0,186401.0,11577.643173162534,11577.643173162534,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,186.47033975016595,5624.313559833444,349.33447508184577,349.33447508184577,195.6731639611369,466.1758493754148,31.229255929032643,213.77708044173554,5
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jun,5795.0,6105.0,15190.0,1025.0,6935.0,174039.0,10793.114988419511,10793.114988419511,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,174.8536600084485,5251.3125339448425,325.66275385974023,325.66275385974023,184.20735019009112,458.33081890048874,30.927523987689334,209.25110132158588,6
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jul,5210.0,6460.0,16350.0,1225.0,7395.0,196073.0,10918.92761850531,10918.92761850531,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,157.2023414398648,5916.148693500693,329.45892277186977,329.45892277186977,194.91883410777862,493.33172409631277,36.96216281455555,223.13077062337817,7
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Aug,5055.0,5805.0,14355.0,1065.0,6440.0,171115.0,10153.607468889888,10153.607468889888,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,152.5254963490435,5163.086114296059,306.3667693226084,306.3667693226084,175.15539194979178,433.1362017983223,32.13445175306258,194.315370225092,8
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Sep,4890.0,5795.0,14980.0,1090.0,6710.0,190802.0,10114.711197756493,10114.711197756493,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,147.54691931687887,5757.105787218635,305.19314458259885,305.19314458259885,174.8536600084485,451.9944481322792,32.88878160642085,202.4621326413614,9
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Oct,5100.0,6365.0,17010.0,1285.0,7930.0,253706.0,11456.632551858638,11456.632551858638,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,153.8832900850884,7655.120391044596,345.6831981129273,345.6831981129273,192.05238066501718,513.2460322249713,38.77255446261541,239.2734294852453,10
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Nov,5075.0,5965.0,16285.0,1255.0,7710.0,199982.0,11218.092765617721,11218.092765617721,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,153.1289602317301,6034.095709371793,338.4856908339183,338.4856908339183,179.98310301128475,491.37046647758126,37.86735863858548,232.63532677569245,11
00L,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Dec,5205.0,5255.0,14095.0,1155.0,6755.0,179467.0,12845.733642242956,12845.733642242956,33.142,88198.0,26.612153762597305,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,157.05147546919315,5415.092631705992,387.5968149853043,387.5968149853043,158.56013517590972,425.29117132339627,34.85003922515237,203.8199263774063,12
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Apr,2160.0,2125.0,6905.0,500.0,3280.0,,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,144.97909213555545,,,,142.62989388335896,463.46325518333816,33.55997503137858,220.15343620584346,4
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,May,2350.0,2265.0,7905.0,585.0,3955.0,,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,157.73188264747932,,,,152.02668689214497,530.5832052460953,39.265170786712936,265.45940249820455,5
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jun,2370.0,2245.0,7455.0,550.0,3685.0,61746.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,159.07428164873446,4144.388436575004,,,150.6842878908898,500.3792277178546,36.915972534516435,247.33701598126012,6
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jul,2405.0,2215.0,7595.0,600.0,3735.0,62463.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,161.42347990093094,4192.51344077,,,148.6706893890071,509.7760207266406,40.27197003765429,250.69301348439797,7
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Aug,2280.0,2325.0,7535.0,560.0,3850.0,63250.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,153.03348614308632,4245.33684146939,,,156.0538838959104,505.74882372287516,37.58717203514401,258.41180774161506,8
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Sep,2325.0,2410.0,7705.0,585.0,3835.0,68956.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,156.0538838959104,4628.323276527482,,,161.75907965124475,517.1592152335438,39.265170786712936,257.4050084906737,9
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Oct,2335.0,2410.0,7630.0,590.0,3880.0,77197.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,156.72508339653797,5181.458784994664,,,161.75907965124475,512.1252189788371,39.60077053702672,260.4254062434978,10
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,2345.0,2545.0,8400.0,690.0,4330.0,72750.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,157.39628289716552,4882.976367065583,,,170.82027290971695,563.8075805271601,46.31276554330243,290.6293837717385,11
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,2345.0,2545.0,8400.0,690.0,4330.0,72750.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,157.39628289716552,4882.976367065583,,,170.82027290971695,563.8075805271601,46.31276554330243,290.6293837717385,11
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Dec,2300.0,2180.0,6530.0,665.0,3355.0,63421.0,,,14.8987,31514.0,21.152181062777288,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,154.37588514434145,4256.8143529301215,,,146.3214911368106,438.2932739098042,44.634766791733504,225.18743246055024,12
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jan,2235.0,2445.0,7490.0,575.0,3785.0,69795.0,,,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,148.87692840585117,4649.156697130373,,,162.8653646319043,498.9208920625616,38.301670618955,252.12491007433854,1
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Feb,2025.0,2255.0,7000.0,480.0,3735.0,64413.0,,,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,134.88849217979805,4290.653060136953,,,150.20916042738003,466.28120753510433,31.97356851669287,248.79433002051638,2
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Mar,2335.0,2560.0,7845.0,525.0,4095.0,75583.0,,,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,155.53808851349552,5034.704644160827,,,170.5256987556953,522.5680104446991,34.971090565132826,272.774506408036,3
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Apr,1975.0,2145.0,6130.0,800.0,3325.0,54620.0,10836.037100636559,10836.037100636559,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,131.55791212597586,3638.3256507953424,721.8057805971437,721.8057805971437,142.88188430897125,408.3291145985985,53.28928086115478,221.48357357917456,4
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,May,3435.0,3530.0,7125.0,585.0,3860.0,61999.0,11073.497924438629,11073.497924438629,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,228.81084969758334,4129.852655138419,737.6234262635307,737.6234262635307,235.13895179984547,474.6076576696598,38.967786629719434,257.1207801550718,5
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jun,2240.0,2545.0,7305.0,575.0,3905.0,66246.0,9882.888086303423,9882.888086303423,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,149.2099864112334,4412.752124910075,658.3149986879795,658.3149986879795,169.52652473954865,486.59774586341956,38.301670618955,260.11830220351175,6
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jul,2210.0,2235.0,6890.0,530.0,3805.0,62417.0,10144.480659716934,10144.480659716934,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,147.21163837894008,4157.6963043883725,675.7400988327605,675.7400988327605,148.87692840585117,458.9539314166955,35.30414857051504,253.45714209586743,7
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Aug,2260.0,2400.0,7165.0,540.0,4070.0,62156.0,9294.359891441773,9294.359891441773,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,150.54221843276227,4140.310676507421,619.1121933496158,619.1121933496158,159.86784258346435,477.2721217127175,35.97026458127948,271.10921638112495,8
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Sep,2290.0,2445.0,7705.0,570.0,4435.0,72660.0,8945.826905044582,8945.826905044582,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,152.54056646505555,4839.998934214383,595.8958530977446,595.8958530977446,162.8653646319043,513.242386293997,37.96861261357278,295.4224507740268,9
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Oct,2290.0,2520.0,7805.0,600.0,4525.0,76305.0,9786.250897220167,9786.250897220167,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,152.54056646505555,5082.798220138019,651.8778407996168,651.8778407996168,167.86123471263755,519.9035464016413,39.96696064586609,301.41749487090675,10
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Nov,2285.0,2650.0,7775.0,520.0,4545.0,69556.0,9603.444629615697,9603.444629615697,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,152.20750845967333,4633.236524473103,639.7008226276743,639.7008226276743,176.5207428525752,517.905198369348,34.638032559750606,302.7497268924356,11
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Dec,2390.0,2070.0,5865.0,465.0,3220.0,57524.0,11417.843666611005,11417.843666611005,15.0124,31925.0,21.265753643654577,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,159.2017265726999,3831.7657403213343,760.5608474734889,760.5608474734889,137.886014228238,390.67704031334097,30.974394500546214,214.489355466148,12
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jan,2450.0,2540.0,7580.0,500.0,4145.0,72567.0,10939.62569991864,10939.62569991864,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,161.83046772307833,4793.286347453317,722.5978545849966,722.5978545849966,167.77526041494653,500.6836511595648,33.02662606593436,273.79073008659583,1
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Feb,2250.0,2580.0,7435.0,515.0,4105.0,66872.0,10274.318164595797,10274.318164595797,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,148.6198172967046,4417.113076562325,678.6521282090848,678.6521282090848,170.41739050022127,491.10592960044386,34.01742484791239,271.1486000013211,2
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Mar,2380.0,2585.0,6800.0,455.0,3700.0,63899.0,11353.33160549691,11353.33160549691,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,157.20674007384753,4220.736757974279,749.9244750746011,749.9244750746011,170.74765676088063,449.16211449670726,30.054229720000265,244.39703288791424,3
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Apr,2290.0,2610.0,7325.0,520.0,3835.0,66526.0,4871.079939420678,4871.079939420678,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,151.26194738197935,4394.258651324698,321.7506713930418,321.7506713930418,172.39898806417733,483.8400718659383,34.34769110857173,253.3142219257165,4
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,May,2310.0,2775.0,7790.0,605.0,3990.0,64338.0,5288.679418606588,5288.679418606588,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,152.58301242461673,4249.734135660169,349.33447508184577,349.33447508184577,183.29777466593566,514.5548341072573,39.96221753978057,263.55247600615616,5
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jun,2160.0,2515.0,7170.0,595.0,3620.0,62880.0,4930.306129508765,4930.306129508765,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,142.6750246048364,4153.428494051905,325.6627538597402,325.6627538597402,166.1239291116498,473.60181778549867,39.30168501846188,239.11277271736472,6
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jul,1900.0,2770.0,8090.0,645.0,4125.0,65860.0,4987.777469520168,4987.777469520168,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,125.50117905055055,4350.267185404873,329.45892277186977,329.45892277186977,182.96750840527633,534.3708097468178,42.60434762505532,272.46966504395846,7
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Aug,1635.0,2490.0,7030.0,520.0,3280.0,57985.0,4638.178430805765,4638.178430805765,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,107.99706723560534,3830.0978248664073,306.3667693226084,306.3667693226084,164.4725978083531,464.354362487037,34.34769110857173,216.65466699252937,8
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Sep,1680.0,2580.0,7850.0,645.0,3965.0,64036.0,4620.410573779339,4620.410573779339,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,110.96946358153943,4229.7860535163445,305.19314458259885,305.19314458259885,170.41739050022127,518.5180292351694,42.60434762505532,261.9011447028594,9
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Oct,1890.0,2985.0,8835.0,740.0,4495.0,82733.0,5233.40164119104,5233.40164119104,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,124.84064652923186,5464.783708625894,345.68319811292724,345.68319811292724,197.1689576136281,583.58048258506,48.87940657758285,296.90936833274986,10
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Nov,1680.0,2850.0,7930.0,620.0,3785.0,67327.0,5124.436419241939,5124.436419241939,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,110.96946358153943,4447.167306282325,338.4856908339183,338.4856908339183,188.25176857582582,523.8022894057189,40.953016321758604,250.01155931912308,11
00N,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Dec,1750.0,2370.0,6650.0,515.0,3040.0,59211.0,5867.944461107017,5867.944461107017,15.1393,32539.0,21.49306771118876,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,115.59319123077024,3911.0791119800783,387.59681498530426,387.59681498530426,156.54620755252884,439.25412667692694,34.01742484791239,200.80188648088088,12
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Apr,3745.0,3675.0,15305.0,1030.0,6645.0,,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,134.7059310176143,,,,132.18806314812616,550.5138248930805,37.04862722246801,239.01759989640772,4
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,May,3980.0,4200.0,18200.0,1355.0,8160.0,,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,143.15877315089583,,,,151.07207216928705,654.6456460669106,48.73872804509141,293.5114545003291,5
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jun,3750.0,3925.0,16920.0,1225.0,7220.0,117204.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,134.88577872257773,4215.774082506933,,,141.180448396298,608.6046335962707,44.062687716042056,259.70008596720294,6
