ccg,icb_name,year,month,emergency_admissions,elective_total,outpatient_first_total,outpatient_dna,gp_referrals,gp_appt_available,111_offered,111_answered,population,pop_65plus,pct_65plus,fx_asthma__qof_prevalence,fx_chd__qof_prevalence,fx_copd__qof_prevalence,fx_depression__qof_prevalence,fx_diabetes__qof_prevalence,fx_heart_failure__qof_prevalence,fx_hypertension__qof_prevalence,fx_deprivation_score__imd_2019,emergency_admissions_rate,gp_appt_available_rate,111_offered_rate,111_answered_rate,elective_total_rate,outpatient_first_total_rate,outpatient_dna_rate,gp_referrals_rate,month_num
02A,NHS GREATER MANCHESTER ICB,2023.0,Feb,1525.0,2490.0,8145.0,670.0,4650.0,86639.0,,,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,63.81393947509373,3625.426821103374,,,104.19456347080879,340.8292046063203,28.036288162828065,194.58020889126942,2
02A,NHS GREATER MANCHESTER ICB,2023.0,Mar,1750.0,2895.0,9415.0,780.0,5160.0,98122.0,,,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,73.22911087305837,4105.9353240492765,,,121.14187198714515,393.9726164970541,32.63926084627745,215.92126405998928,3
02A,NHS GREATER MANCHESTER ICB,2023.0,Apr,1675.0,2680.0,8005.0,650.0,4290.0,72140.0,12719.188621170984,10145.737346942382,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,70.09072040707017,3018.713176218532,532.2370707171843,424.55047146752736,112.14515265131226,334.97087573647565,27.199384038564542,179.51593465452598,4
02A,NHS GREATER MANCHESTER ICB,2023.0,May,1690.0,3020.0,10000.0,780.0,5650.0,83645.0,12561.800172109044,10003.11188435843,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,70.71839850026781,3500.142273701125,525.6511186106154,418.58227957445223,126.37252276379218,418.45206213176215,32.63926084627745,236.42541510444562,5
02A,NHS GREATER MANCHESTER ICB,2023.0,Jun,1780.0,3260.0,10045.0,710.0,5595.0,85677.0,11156.50148046497,8828.015693727051,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,74.48446705945366,3585.1717327262986,466.84610506766245,369.41013715716434,136.41537225495446,420.3350964113551,29.710096411355114,234.12392876272094,6
02A,NHS GREATER MANCHESTER ICB,2023.0,Jul,1640.0,3015.0,9800.0,770.0,5260.0,85420.0,11426.551533962744,9487.78356823273,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,68.626138189609,3574.4175147295123,478.146405244156,397.01825991868344,126.1632967327263,410.08302088912694,32.22080878414569,220.10578468130691,7
02A,NHS GREATER MANCHESTER ICB,2023.0,Aug,1655.0,3030.0,9840.0,760.0,5530.0,83088.0,10870.062009775533,8917.156607842022,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,69.25381628280664,3476.8344938403857,454.85998634906986,373.1402570903363,126.79097482592394,411.756829137654,31.802356722013926,231.4039903588645,8
02A,NHS GREATER MANCHESTER ICB,2023.0,Sep,1585.0,3040.0,10090.0,820.0,5695.0,102185.0,11397.838776363606,9206.786384931364,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,66.32465184788431,4275.952396893412,476.9449139814712,385.2598748381161,127.2094268880557,422.21813069094804,34.3130690948045,238.30844938403857,9
02A,NHS GREATER MANCHESTER ICB,2023.0,Oct,1665.0,3195.0,11680.0,925.0,6680.0,104981.0,12143.181928419654,9785.295278780657,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,69.6722683449384,4392.951593465453,508.13395187883526,409.4676987973963,133.69543385109802,488.75200856989824,38.706815747188,279.52597750401713,10
02A,NHS GREATER MANCHESTER ICB,2023.0,Nov,1655.0,3380.0,11725.0,845.0,6660.0,97072.0,11395.899570512684,9172.443674861806,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,69.25381628280664,4061.9978575254418,476.8637675127495,383.82279705333616,141.43679700053562,490.63504284949113,35.359199250133905,278.6890733797536,11
02A,NHS GREATER MANCHESTER ICB,2023.0,Dec,1680.0,2675.0,8820.0,665.0,4635.0,80471.0,13689.229431824207,11317.33045603661,23.8976,42170.0,17.646123460096412,6.85967,2.98762,2.16272,15.91784,7.73763,0.93945,13.59854,,70.29994643813605,3367.3255891805034,572.828628474165,473.5760267155116,111.93592662024638,369.0747188002142,27.827062131762183,193.95253079807176,12
02A,NHS GREATER MANCHESTER ICB,2024.0,Jan,1665.0,3275.0,11045.0,840.0,5930.0,101624.0,12643.137007642586,11031.03603774623,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,69.07997095736957,4216.3261072502855,524.5570794582549,457.67186133165563,135.8780209521834,458.2512187532414,34.851156519033296,246.03256923555648,1
02A,NHS GREATER MANCHESTER ICB,2024.0,Feb,1605.0,3185.0,10665.0,720.0,5640.0,95600.0,11923.957083125746,10311.793862738217,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,66.59060263458147,3966.393527642361,494.71868408363224,427.83088321701973,132.14396846800125,442.4852193755835,29.872419873457112,234.0006223420807,2
02A,NHS GREATER MANCHESTER ICB,2024.0,Mar,1620.0,3240.0,10280.0,650.0,5360.0,121581.0,13397.861962618972,11734.155335540545,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,67.2129447152785,5044.331500881652,555.8702193805195,486.8439097828252,134.425889430557,426.5117726376932,26.968156830204336,222.3835701690696,3
02A,NHS GREATER MANCHESTER ICB,2024.0,Apr,1485.0,3225.0,10895.0,740.0,5625.0,123010.0,5104.229023695865,4794.5950806034425,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,61.611865989005295,5103.619956436055,211.77176739740133,198.9252185708305,133.80354734985997,452.02779794627116,30.702209314386476,233.37828026138368,4
02A,NHS GREATER MANCHESTER ICB,2024.0,May,1565.0,3395.0,11515.0,790.0,5985.0,122334.0,4979.198912175734,4979.198912175734,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,64.93102375272275,5075.573073332642,206.58433408052005,206.58433408052005,140.85675759775958,477.75127061508147,32.77668291670989,248.31449019811222,5
02A,NHS GREATER MANCHESTER ICB,2024.0,Jun,1530.0,3120.0,11200.0,765.0,5935.0,113657.0,4439.30040223593,4439.30040223593,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,63.47889223109636,4715.568924385438,184.1842299444427,184.1842299444427,129.44715278498083,464.68208692044396,31.73944611554818,246.24001659578883,6
02A,NHS GREATER MANCHESTER ICB,2024.0,Jul,1605.0,3485.0,12740.0,880.0,6535.0,128113.0,4515.401627694411,4515.401627694411,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,66.59060263458147,5315.340732289182,187.34162961080432,187.34162961080432,144.59081008194173,528.575873872005,36.510735400892024,271.13369982366976,7
02A,NHS GREATER MANCHESTER ICB,2024.0,Aug,1480.0,3360.0,11160.0,820.0,5795.0,92773.0,4200.632019080251,4200.632019080251,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,61.40441862877295,3849.1027901669954,174.28200473312938,174.28200473312938,139.40462607613318,463.0225080385852,34.021367078103935,240.43149050928326,8
02A,NHS GREATER MANCHESTER ICB,2024.0,Sep,1540.0,3390.0,11640.0,835.0,5820.0,99640.0,4329.210408597219,4329.210408597219,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,63.89378695156104,4134.010994710093,179.61665423077352,179.61665423077352,140.64931023752723,482.93745462089,34.64370915880095,241.468727310445,9
02A,NHS GREATER MANCHESTER ICB,2024.0,Oct,1635.0,3570.0,13135.0,895.0,6755.0,134203.0,4725.683786875394,4725.683786875394,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,67.83528679597552,5568.011617052173,196.0661253760147,196.0661253760147,148.11741520589152,544.9642153303599,37.13307748158905,280.26138367389274,10
02A,NHS GREATER MANCHESTER ICB,2024.0,Nov,1510.0,3375.0,12075.0,910.0,6215.0,100902.0,4952.337825234765,4952.337825234765,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,62.649102790167,4186.370708432735,205.46988176474494,205.46988176474494,140.0269681568302,500.9853749611036,37.75541956228607,257.85706876879993,11
02A,NHS GREATER MANCHESTER ICB,2024.0,Dec,1630.0,3010.0,10730.0,790.0,5345.0,92475.0,5630.494676068874,5630.494676068874,24.1025,42515.0,17.63924904055596,6.83887,2.94129,2.17546,15.91784,7.95163,0.9988,13.95812,,67.62783943574318,3836.738927497148,233.60625147054762,233.60625147054762,124.88331085986931,445.1820350586039,32.77668291670989,221.76122808837258,12
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Apr,2090.0,2450.0,7885.0,750.0,4185.0,,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,98.69850204952871,,,,115.69920096715087,372.36253045958557,35.41812274504618,197.63312491735772,4
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,May,2130.0,2755.0,9120.0,935.0,4885.0,,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,100.58746859593117,,,,130.10257088346967,430.6843725797616,44.15459302215758,230.69003947940084,5
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Jun,2075.0,2645.0,8555.0,825.0,4595.0,90948.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,97.99013959462778,4294.943236555281,,,124.90791288086288,404.0027201118268,38.959935019550805,216.99503201798296,6
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Jul,2210.0,2565.0,8170.0,775.0,4220.0,90102.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,104.3654016887361,4254.9915940988685,,,121.12997978805795,385.82141710270315,36.598726836547726,199.28597064545988,7
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Aug,2345.0,2635.0,8645.0,800.0,4510.0,93622.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,110.74066378284441,4421.220650182286,,,124.43567124426227,408.2528948412324,37.77933092804926,212.98097810687773,8
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Sep,2280.0,2565.0,6830.0,620.0,3320.0,98762.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,107.6710931449404,4663.952851395002,,,121.12997978805795,322.5410377982206,29.278981469238182,156.78422335140445,9
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Oct,2340.0,2625.0,8555.0,750.0,4815.0,112337.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,110.5045429645441,5305.020873080338,,,123.96342960766165,404.0027201118268,35.41812274504618,227.3843480231965,10
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Nov,2815.0,2940.0,9530.0,855.0,5330.0,109960.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,132.93602070307335,5192.769036060372,,,138.83904116058105,450.0462796803869,40.376659929352655,251.70479230812822,11
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Nov,2815.0,2940.0,9530.0,855.0,5330.0,109960.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,132.93602070307335,5192.769036060372,,,138.83904116058105,450.0462796803869,40.376659929352655,251.70479230812822,11
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2022.0,Dec,2545.0,2305.0,7305.0,770.0,3905.0,96805.0,,,21.1756,41116.0,19.41668713047092,6.98045,3.63256,2.53397,16.00486,7.21793,1.20641,15.36333,28.1159129533068,120.18549651485672,4571.535163112261,,,108.85169723644195,344.9725155367499,36.36260601824742,184.4103590925405,12
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Jan,2285.0,2795.0,9155.0,840.0,5010.0,104972.0,,,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,106.97665708480416,4914.465491249918,,,130.8532851431193,428.6088821056377,39.326210919577896,234.55275798462532,1
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Feb,2395.0,2585.0,8670.0,710.0,4895.0,97251.0,,,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,112.12651803855842,4552.992069214131,,,121.02173241322484,405.9026769913576,33.2400116105956,229.16881244206405,2
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Mar,2490.0,2910.0,9350.0,825.0,5085.0,112111.0,,,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,116.57412522589163,5248.691467148569,,,136.23723068568057,437.73818106911114,38.623957153156866,238.0640268167305,3
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Apr,2185.0,2355.0,7955.0,755.0,4195.0,84856.0,11368.477383104913,9068.313160452091,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,102.29496530866393,3972.6963735615504,532.2370707171843,424.55047146752736,110.25384132810233,372.42858079195497,35.34677290985871,196.39697000908248,4
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,May,2400.0,2770.0,9330.0,830.0,5080.0,97066.0,11227.802763299023,8940.833775254385,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,112.36060262736542,4544.330939428271,525.6511186106154,418.58227957445223,129.68286219908427,436.8018427138831,38.85804174196387,237.82994222792348,5
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Jun,2285.0,2895.0,9790.0,855.0,5205.0,100436.0,9971.739435024258,7890.5266476496,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,106.97665708480416,4702.1039522841975,466.8461050676625,369.4101371571644,135.53497691925955,458.3376248841281,40.028464685998934,243.68205694809876,6
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Jul,2495.0,2715.0,8855.0,820.0,4775.0,97857.0,10213.111586734125,8480.230628211095,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,116.80820981469864,4581.363121377541,478.1464052441561,397.01825991868344,127.10793172220714,414.563806777217,38.38987256434985,223.55078231069578,7
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Aug,2475.0,2855.0,9760.0,840.0,5335.0,101050.0,9715.718336418864,7970.201263398167,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,115.8718714594706,4730.849539789699,454.8599863490699,373.1402570903364,133.66230020880346,456.93311735128606,39.326210919577896,249.76825625708105,8
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Sep,2400.0,2720.0,9670.0,735.0,5300.0,108518.0,10187.447973661428,8229.073874567193,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,112.36060262736542,5080.47828163185,476.9449139814712,385.25987483811616,127.34201631101415,452.71959475275986,34.41043455463066,248.129664135432,9
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Oct,2615.0,2935.0,10355.0,815.0,5745.0,119887.0,10853.639585341547,8746.148152772625,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,122.42623994606691,5612.739819661233,508.1339518788353,409.4676987973963,137.40765362971564,484.7891834193204,38.15578797554284,268.963192539256,10
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Nov,2135.0,3115.0,8495.0,710.0,4355.0,106475.0,10185.714701318828,8198.37818049985,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,99.95411942059383,4984.831318645306,476.8637675127496,383.8227970533362,145.83469882676803,397.7097163831122,33.2400116105956,203.88767685090684,11
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2023.0,Dec,2200.0,2465.0,6715.0,560.0,3345.0,91061.0,12235.50493848247,10115.489215437987,21.3598,41841.0,19.588666560548322,7.02551,3.63016,2.53476,16.78166,7.37636,1.27702,15.90176,28.1159129533068,102.99721907508497,4263.195348271051,572.828628474165,473.5760267155117,115.40370228185657,314.3756027678162,26.217473946385265,156.60258991189056,12
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Jan,2105.0,3030.0,8490.0,690.0,4315.0,114859.0,11298.487390159298,9857.839988408665,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,97.72924588306846,5332.581212771192,524.5570794582549,457.67186133165563,140.67440143738597,394.1668871958438,32.03476468376116,200.33334726149187,1
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Feb,2080.0,2840.0,7845.0,610.0,3925.0,108403.0,10655.795208345766,9215.092176699709,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,96.56856600322205,5032.847240599654,494.71868408363235,427.8308832170197,131.85323435055318,364.2213462958062,28.32058906825262,182.22674113588775,2
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Mar,2140.0,2930.0,7905.0,565.0,3995.0,101825.0,11972.944242258949,10486.17965720325,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,99.35419771485344,4727.449150614464,555.8702193805195,486.8439097828252,136.0316819180003,367.0069780074376,26.231365284529065,185.47664479945772,3
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Apr,2160.0,2905.0,8205.0,650.0,3995.0,103520.0,4561.373275149367,4284.670175318975,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,100.28274161873058,4806.143246468051,211.77176739740133,198.9252185708305,134.87100203815385,380.93513656559463,30.17767687600689,185.47664479945772,4
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,May,2230.0,3015.0,8170.0,675.0,3975.0,103553.0,4449.6406301937295,4449.6406301937295,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,103.53264528230055,4807.675343909448,206.58433408052005,206.58433408052005,139.9779935094781,379.31018473380965,31.338356755853308,184.54810089558057,5
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Jun,2020.0,2795.0,7900.0,665.0,3825.0,93781.0,3967.162547196346,3967.162547196346,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,93.78293429159064,4353.98879247508,184.1842299444427,184.1842299444427,129.76401056682963,366.7748420314683,30.87408480391474,177.58402161650207,6
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Jul,2145.0,3200.0,8780.0,730.0,4300.0,108164.0,4035.1700943500764,4035.1700943500764,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,99.58633369082273,5021.751140948321,187.34162961080435,187.34162961080435,148.5670246203416,407.63077380206227,33.89185249151543,199.63693933358402,7
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Aug,1955.0,2905.0,8080.0,680.0,4090.0,92974.0,3753.877528147347,3753.877528147347,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,90.76516660398995,4316.522045953638,174.28200473312938,174.28200473312938,134.87100203815385,375.13173716636254,31.57049273182259,189.88722834287412,8
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Sep,1985.0,3050.0,8585.0,685.0,4285.0,100493.0,3868.7810771420545,3868.7810771420545,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,92.15798245980565,4665.608126616246,179.61665423077355,179.61665423077355,141.60294534126308,398.5774707392602,31.802628707791875,198.94053140567618,9
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Oct,2030.0,3415.0,9260.0,720.0,4600.0,128215.0,4223.087881086519,4223.087881086519,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,94.2472062435292,5952.662831780343,196.06612537601472,196.06612537601472,158.5488715870208,429.9158274951135,33.42758053957686,213.56509789174106,10
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Nov,2080.0,3145.0,8970.0,715.0,4330.0,109007.0,4425.636330319018,4425.636330319018,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,96.56856600322205,5060.8892664967425,205.46988176474494,205.46988176474494,146.0135288846795,416.4519408888951,33.19544456360758,201.02975518939974,11
02E,NHS CHESHIRE AND MERSEYSIDE ICB,2024.0,Dec,2040.0,2820.0,7745.0,670.0,3540.0,102837.0,5031.668411049272,5031.668411049272,21.5391,42685.0,19.817448268497756,7.03062,3.66547,2.52973,16.78166,7.55684,1.38629,16.33598,28.1159129533068,94.71147819546778,4774.433472150647,233.60625147054762,233.60625147054762,130.92469044667604,359.57862677642055,31.106220779884023,164.3522709862529,12
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Apr,1335.0,1670.0,4155.0,340.0,1850.0,,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,111.80810880980897,,,,139.86482525271984,347.9870352844616,28.475473404745355,154.9400758787615,4
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,May,1390.0,1820.0,4775.0,405.0,2155.0,,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,116.41443538998837,,,,152.42753410775455,399.91289855193844,33.91931390859373,180.48425055066542,5
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Jun,1355.0,1580.0,4525.0,395.0,2150.0,46965.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,113.48313665714693,3933.3841425113696,,,132.327199939699,378.97505046021394,33.08179998492475,180.06549358883092,6
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Jul,1250.0,1670.0,4430.0,415.0,2115.0,48372.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,104.68924045862263,4051.222351571595,,,139.86482525271984,371.0186681853586,34.756827832262715,177.1341948559895,7
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Aug,1170.0,1715.0,4530.0,395.0,2145.0,48973.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,97.98912906927079,4101.556938384101,,,143.63363790923026,379.39380742204844,33.08179998492475,179.64673662699644,8
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Sep,1330.0,1805.0,4855.0,455.0,2325.0,50258.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,111.38935184797448,4209.177477575565,,,151.17126322225107,406.6130099412903,38.10688352693864,194.7219872530381,9
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Oct,1310.0,1885.0,4795.0,400.0,2240.0,60053.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,109.71432400063652,5029.522365809332,,,157.87137461160293,401.5879263992764,33.50055694675924,187.60311890185176,10
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Nov,1315.0,1920.0,5200.0,450.0,2505.0,57631.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,110.13308096247101,4826.676493496705,,,160.80267334444437,435.5072403078701,37.68812656510415,209.79723787907974,11
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Nov,1315.0,1920.0,5200.0,450.0,2505.0,57631.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,110.13308096247101,4826.676493496705,,,160.80267334444437,435.5072403078701,37.68812656510415,209.79723787907974,11
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Dec,1270.0,1575.0,4000.0,460.0,1835.0,47816.0,,,11.9401,26426.0,22.132142946876492,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,106.3642683059606,4004.6565774155997,,,131.90844297786452,335.0055694675924,38.52564048877313,153.68380499325804,12
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Jan,1275.0,1795.0,4810.0,445.0,2250.0,54515.0,,,12.0157,26953.0,22.4314854731726,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,106.11117121765689,4536.980783474954,,,149.38788418485814,400.30959494661147,37.0348793661626,187.25500803115924,1
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Feb,1135.0,1575.0,4550.0,355.0,2245.0,50389.0,,,12.0157,26953.0,22.4314854731726,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,94.4597484957181,4193.596710969814,,,131.07850562181144,378.67123846301087,29.544679044916233,186.83888579108998,2
02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Mar,1390.0,1940.0,5135.0,375.0,2585.0,59527.0,,,12.0157,26953.0,22.4314854731726,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,115.68198273924948,4954.101716920362,,,161.45542914686618,427.35754055111227,31.209168005193202,215.1351981157985,3
