,ccg,month,year,ae_attendances_attendances,population,gp_appt_available,amb_sys_made,amb_sys_answered,111_111_offered,111_111_answered,People,Lives,Places
418,18C,Mar,2018,260.4302161282589,78.4164,4857.708336521442,507.15362274073976,370.986287187412,323.8741354365532,266.302947766234,105.07142857142856,105.27142857142856,99.35714285714285
419,18C,Apr,2018,262.1135374743039,78.4164,4647.42069261022,446.9695371100774,321.01621086743654,292.10303883520834,268.56156972833867,105.07142857142856,105.27142857142856,99.35714285714285
420,18C,May,2018,292.93617151514223,78.4164,4780.211792431175,490.9638567739983,354.0781733131058,299.2019628566694,276.8246170298981,105.07142857142856,105.27142857142856,99.35714285714285
421,18C,Jun,2018,288.24327564131994,78.4164,4640.802179135997,483.9913923961976,353.341866707852,275.66606371764715,257.30466470882294,105.07142857142856,105.27142857142856,99.35714285714285
422,18C,Jul,2018,307.5504613830781,78.4164,4808.649721231784,525.3053764300174,380.58072142782424,294.2976061670684,274.8249985726957,105.07142857142856,105.27142857142856,99.35714285714285
423,18C,Aug,2018,277.862794007376,78.4164,4643.263398982866,467.1102165684251,338.52145143990595,278.66549140345086,258.81412599545774,105.07142857142856,105.27142857142856,99.35714285714285
424,18C,Sep,2018,272.7618202314822,78.4164,4550.094112966165,477.5127922048477,348.3493487502767,277.4957981555051,255.88432290774605,105.07142857142856,105.27142857142856,99.35714285714285
425,18C,Oct,2018,280.89787340403285,78.4164,5714.990741732597,488.4182113765656,353.8312412198805,294.3198860384578,269.54188406947424,105.07142857142856,105.27142857142856,99.35714285714285
426,18C,Nov,2018,266.23257379833814,78.4164,5521.064471207554,499.0362913852576,360.9428855047719,308.787877521977,283.4974385110362,105.07142857142856,105.27142857142856,99.35714285714285
427,18C,Dec,2018,259.5758030207967,78.4164,4319.530098295765,523.0156424746547,381.33049705634494,364.8690987931272,330.8867249563802,105.07142857142856,105.27142857142856,99.35714285714285
428,26A,Jan,2018,269.65990894244663,102.1991,5687.49626953662,236.0515874593494,151.8350070633261,329.8561337624304,290.3939467177304,102.2625,103.5625,99.25
429,26A,Feb,2018,243.15282619905653,102.1991,4889.964784425694,212.59993126619503,134.01766759165758,302.0770241616609,265.82425872634883,102.2625,103.5625,99.25
430,26A,Mar,2018,276.362511998638,102.1991,5213.587986586966,234.85890575429164,150.5009704895207,343.3102639847122,309.59176744217905,102.2625,103.5625,99.25
431,26A,Apr,2018,224.70843676705567,102.1991,4982.72489679459,208.41891928902032,133.09886094479825,309.4156406465419,276.7049807679324,102.2625,103.5625,99.25
432,26A,May,2018,303.15335457944343,102.1991,5204.507671789674,227.85300507198934,147.76001123771206,306.94008068564204,282.87920343721225,102.2625,103.5625,99.25
433,26A,Jun,2018,289.93406008467787,102.1991,4894.651714154038,223.64769772674865,144.52872728493517,280.66783366976813,260.70679683089185,102.2625,103.5625,99.25
434,26A,Jul,2018,311.8324916755627,102.1991,4984.721000478477,245.94863694150467,159.03968802980467,300.22769280747093,277.223576332864,102.2625,103.5625,99.25
435,26A,Aug,2018,306.35299136685154,102.1991,4688.211540023347,226.92094640618495,146.5651208628301,301.90089736602374,278.9261353573564,102.2625,103.5625,99.25
436,26A,Sep,2018,284.08273654073275,102.1991,4801.940525895042,223.8199739730348,144.30123429304453,270.873226867947,249.80650514534864,102.2625,103.5625,99.25
437,26A,Oct,2018,285.3449785761323,102.1991,5849.826466182188,230.3311326147205,146.8102832133142,274.9339279895811,250.54036679383677,102.2625,103.5625,99.25
438,26A,Nov,2018,277.21379151088416,102.1991,5718.142331977483,233.50499115206867,147.4640494812718,277.21379151088416,253.48559820976897,102.2625,103.5625,99.25
439,26A,Dec,2018,283.5934954417407,102.1991,4508.953601352654,240.65887271259106,148.0206342769654,341.21631208102616,311.6074407700264,102.2625,103.5625,99.25
440,27D,Jan,2018,239.36214459608595,72.1292,4713.014978677152,310.56180131094885,234.7161867729248,406.65583028916126,308.9450949002496,101.55,105.2,101.35
441,27D,Feb,2018,228.63140032053596,72.1292,4119.330312827537,261.75643484568997,205.2987969287578,349.9336025343956,256.8729814607942,101.55,105.2,101.35
442,27D,Mar,2018,256.7476140037599,72.1292,4414.231684255475,303.67621537362794,234.7161867729248,413.2476590049505,300.690725313664,101.55,105.2,101.35
443,27D,Apr,2018,246.9873504766447,72.1292,4124.238172612479,264.97318059068954,203.67792374895882,349.60859454461587,278.1401709458691,101.55,105.2,101.35
444,27D,May,2018,270.76412881329617,72.1292,4275.064744929931,294.36140305115833,227.92643652489792,361.1005437216998,284.41949197917785,101.55,105.2,101.35
445,27D,Jun,2018,265.93945309250626,72.1292,4081.2597394675113,281.1069105448842,220.21374692127844,328.5518268990779,254.36875323185023,101.55,105.2,101.35
446,27D,Jul,2018,277.57135806303137,72.1292,4208.767045801146,297.86982263313973,235.57245782292148,339.7666859310291,248.93528632578884,101.55,105.2,101.35
447,27D,Aug,2018,253.05978715970787,72.1292,4056.443160328965,274.16507322471676,213.85109050597492,300.16154563799694,239.4204690865317,101.55,105.2,101.35
448,27D,Sep,2018,253.2400192987029,72.1292,4184.033650726751,269.15661676682885,209.4718161821478,302.3574329535601,244.11850124648896,101.55,105.2,101.35
449,27D,Oct,2018,264.8026042157684,72.1292,5118.759115587031,299.0240176737678,230.86192535566497,326.8934527973812,255.9396251824524,101.55,105.2,101.35
450,27D,Nov,2018,249.5521924546508,72.1292,4895.756503607416,283.9882313773547,216.54907349805683,336.22284881169986,265.78361718058903,101.55,105.2,101.35
451,27D,Dec,2018,249.6492405294943,72.1292,3792.6664929044,285.20284456992897,228.23686082282853,397.6826930328704,323.6058719776861,101.55,105.2,101.35
452,36J,Jan,2018,284.0105045447124,58.7936,6219.214336254287,180.81876045232352,125.02433836178457,373.16985460722464,365.4656962940487,102.93770491803278,102.44590163934429,98.8016393442623
453,36J,Feb,2018,253.05475425896697,58.7936,5380.33051216459,182.54070703270284,136.07688838744613,323.68506705754595,314.7211408377857,102.93770491803278,102.44590163934429,98.8016393442623
454,36J,Mar,2018,282.83690741849455,58.7936,5685.091574593153,207.86936771989605,154.81233775922303,388.1891990711845,359.53826243876506,102.93770491803278,102.44590163934429,98.8016393442623
455,36J,Apr,2018,279.7073150819137,58.7936,5450.27009742557,186.75336911182285,137.69345854287877,386.9921686101472,345.5904735447484,102.93770491803278,102.44590163934429,98.8016393442623
456,36J,May,2018,315.3574538725304,58.7936,5710.553529635879,196.7329955380269,152.05578627936683,391.9961072669787,352.0323544535179,102.93770491803278,102.44590163934429,98.8016393442623
457,36J,Jun,2018,297.3793065911936,58.7936,5202.981276873674,188.2286390610769,147.48628130667726,338.51619918486483,306.6004058861776,102.93770491803278,102.44590163934429,98.8016393442623
458,36J,Jul,2018,312.0237576879116,58.7936,5522.216703858923,209.2201018942131,156.31395181471376,362.7177961790888,330.2950843203815,102.93770491803278,102.44590163934429,98.8016393442623
459,36J,Aug,2018,282.4457083764219,58.7936,5112.937462580961,195.10205587010154,141.70494744710044,345.2291058583976,325.0502338726494,102.93770491803278,102.44590163934429,98.8016393442623
460,36J,Sep,2018,288.31369400751106,58.7936,5128.262259837806,192.14672613409581,141.71213220334678,344.1525312928104,319.0324580957779,102.93770491803278,102.44590163934429,98.8016393442623
461,36J,Oct,2018,300.8490720078376,58.7936,6273.897158874435,199.98769011763125,145.57992598264116,369.61891518926257,329.18337678528803,102.93770491803278,102.44590163934429,98.8016393442623
462,36J,Nov,2018,296.3247700429979,58.7936,6066.221493495891,199.92063239266514,144.12621030212617,388.9796908850773,339.0707982035006,102.93770491803278,102.44590163934429,98.8016393442623
463,36J,Dec,2018,299.811544113645,58.7936,5021.124748271921,218.13638439595482,155.14762638405347,452.8288439672048,410.9227398396079,102.93770491803278,102.44590163934429,98.8016393442623
464,36L,Jan,2018,417.113462059462,149.4905,3339.014853786696,345.41766450083315,281.75402334021277,226.30200581307844,211.7392075081694,105.75,104.35,100.25
465,36L,Feb,2018,374.5840036657848,149.4905,2990.7586100789013,323.3367782679785,266.43603297562214,204.4410848849927,188.011947247484,105.75,104.35,100.25
466,36L,Mar,2018,426.7177512952328,149.4905,3153.999752492633,360.03626027886276,298.4999443190322,232.58334141634415,208.94304320341428,105.75,104.35,100.25
467,36L,Apr,2018,404.803315260836,149.4905,2940.18014522662,306.9405545824396,250.84952504654825,195.08932005712737,184.96827557604,105.75,104.35,100.25
468,36L,May,2018,432.54086380070976,149.4905,3123.7302704854155,336.8146947798312,277.6284278921059,192.01889083252783,186.38642589328416,105.75,104.35,100.25
469,36L,Jun,2018,415.21534813249,149.4905,3095.3672641405306,334.18572048570456,276.2317202504915,178.32571300517424,170.11783357470875,105.75,104.35,100.25
470,36L,Jul,2018,423.2141841789278,149.4905,3159.3579525120326,361.67234404385374,298.65397765059623,183.24910278579577,177.54305457537436,105.75,104.35,100.25
471,36L,Aug,2018,393.4831979289654,149.4905,2998.056732702078,317.171281942402,259.9853668335014,175.16163234453026,168.7799559169312,105.75,104.35,100.25
472,36L,Sep,2018,408.23998849425215,149.4905,3094.102969753931,320.1749319079006,265.7970028027822,172.95413420919724,166.19785203742043,105.75,104.35,100.25
473,36L,Oct,2018,423.5637047170222,149.4905,3729.721955575773,330.12673404584154,268.5362982668128,181.72392225592927,172.07782434335292,105.75,104.35,100.25
474,36L,Nov,2018,424.4065676414221,149.4905,3552.9883169833533,336.0736695631178,273.28010857268345,193.8517832236831,181.442967947796,105.75,104.35,100.25
475,36L,Dec,2018,436.07955020553146,149.4905,2783.507982112576,359.9321837034817,289.9073822555684,224.06775012458985,212.29442673614716,105.75,104.35,100.25
476,42D,Jan,2018,110.514712256426,42.6821,5233.950531956019,180.81876045232352,125.02433836178456,373.1698546072246,365.4656962940488,106.15486725663716,107.0654867256637,99.79115044247786
477,42D,Feb,2018,101.44767947219091,42.6821,4548.838974652138,182.54070703270284,136.07688838744613,323.68506705754595,314.7211408377857,106.15486725663716,107.0654867256637,99.79115044247786
478,42D,Mar,2018,116.13767832416868,42.6821,4862.202187802381,207.86936771989605,154.81233775922303,388.1891990711845,359.538262438765,106.15486725663716,107.0654867256637,99.79115044247786
479,42D,Apr,2018,113.654201644249,42.6821,4644.780833182997,186.75336911182282,137.69345854287874,386.9921686101472,345.5904735447484,106.15486725663716,107.0654867256637,99.79115044247786
480,42D,May,2018,129.53908078562208,42.6821,4884.178613517142,196.73299553802687,152.05578627936677,391.9961072669786,352.0323544535179,106.15486725663716,107.0654867256637,99.79115044247786
481,42D,Jun,2018,121.03434460816128,42.6821,4574.65776051319,188.22863906107688,147.48628130667723,338.5161991848649,306.60040588617767,106.15486725663716,107.0654867256637,99.79115044247786
482,42D,Jul,2018,130.71053204973515,42.6821,4625.733035628519,209.22010189421306,156.31395181471376,362.7177961790887,330.2950843203814,106.15486725663716,107.0654867256637,99.79115044247786
483,42D,Aug,2018,118.7851581810642,42.6821,4279.639474158957,195.1020558701015,141.70494744710044,345.2291058583975,325.05023387264947,106.15486725663716,107.0654867256637,99.79115044247786
484,42D,Sep,2018,117.332558613564,42.6821,4393.85597240998,192.1467261340958,141.7121322033468,344.15253129281035,319.032458095778,106.15486725663716,107.0654867256637,99.79115044247786
485,42D,Oct,2018,122.93209565602444,42.6821,5434.010978841247,199.98769011763122,145.57992598264116,369.6189151892625,329.183376785288,106.15486725663716,107.0654867256637,99.79115044247786
486,42D,Nov,2018,115.73938489437025,42.6821,5323.121402180305,199.9206323926651,144.12621030212617,388.9796908850772,339.0707982035006,106.15486725663716,107.0654867256637,99.79115044247786
487,42D,Dec,2018,118.50400987767706,42.6821,4365.623996944855,218.1363843959548,155.1476263840535,452.8288439672048,410.9227398396079,106.15486725663716,107.0654867256637,99.79115044247786
488,52R,Jan,2018,322.4543936700612,103.7356,5208.963942947262,265.00182685281334,213.5554882504519,311.70591388105913,278.9110006593686,100.65714285714286,102.94285714285712,100.27142857142856
489,52R,Feb,2018,296.94723894207965,103.7356,4618.935061830268,248.46099669243492,202.4651696088612,286.7867925765118,236.9389100752297,100.65714285714286,102.94285714285712,100.27142857142856
490,52R,Mar,2018,335.381489093426,103.7356,4817.324043047903,277.5734587131264,226.85726029768088,343.98991281681504,282.2753230327872,100.65714285714286,102.94285714285712,100.27142857142856
491,52R,Apr,2018,318.74303517789457,103.7356,4505.116854773096,235.51978770047305,190.16396003999847,291.0765445999252,238.48129282522103,100.65714285714286,102.94285714285712,100.27142857142856
492,52R,May,2018,352.9357327667647,103.7356,4706.5231222454,256.32728068151226,210.61990404215223,311.0022017513756,245.09425886580885,100.65714285714286,102.94285714285712,100.27142857142856
493,52R,Jun,2018,335.8538438106108,103.7356,4449.369358253097,246.48090458059306,204.27699896157839,264.89459741882246,217.9868820347113,100.65714285714286,102.94285714285712,100.27142857142856
494,52R,Jul,2018,356.9748475933045,103.7356,4512.645610571492,269.3676445136726,223.45294411753395,295.29881737802646,228.3883257049653,100.65714285714286,102.94285714285712,100.27142857142856
495,52R,Aug,2018,322.5218729153733,103.7356,4276.439332302507,251.5017451251875,207.84657320872276,264.0752065828896,218.1122006331481,100.65714285714286,102.94285714285712,100.27142857142856
496,52R,Sep,2018,322.1941165810001,103.7356,4349.972429908344,252.15977270104997,205.98065939771547,279.84607020155084,239.16572517052967,100.65714285714286,102.94285714285712,100.27142857142856
497,52R,Oct,2018,341.82093707463974,103.7356,5345.888971577741,256.4114120610746,204.82986231298796,296.4845241170823,255.38966372200093,100.65714285714286,102.94285714285712,100.27142857142856
498,52R,Nov,2018,339.22780607621684,103.7356,5191.98809280517,259.53028248913506,204.32507403561402,316.9018157700924,261.4917154766541,100.65714285714286,102.94285714285712,100.27142857142856
499,52R,Dec,2018,338.93860931059345,103.7356,4232.46214414338,283.23129398869276,221.43980039229263,357.99667616517377,312.5349446091795,100.65714285714286,102.94285714285712,100.27142857142856
500,71E,Jan,2018,297.2062611714493,75.5833,5232.385990026898,265.00182685281334,213.55548825045193,272.9306606088911,246.2448715523138,102.54285714285714,101.4,97.84285714285714
501,71E,Feb,2018,259.1626721775842,75.5833,4568.522411696764,248.4609966924349,202.4651696088612,250.385997965159,207.50615546026705,102.54285714285714,101.4,97.84285714285714
502,71E,Mar,2018,288.7778120299061,75.5833,4756.063839498937,277.5734587131264,226.85726029768088,301.5480932957413,268.28677763474207,102.54285714285714,101.4,97.84285714285714
503,71E,Apr,2018,285.5509087324846,75.5833,4465.285320963758,235.51978770047307,190.16396003999847,267.4003384345484,243.85016266820847,102.54285714285714,101.4,97.84285714285714
504,71E,May,2018,309.86183455869224,75.5833,4637.558825825282,256.32728068151226,210.61990404215223,275.3915216721154,241.772984243874,102.54285714285714,101.4,97.84285714285714
505,71E,Jun,2018,299.9401984300765,75.5833,4387.066984373532,246.48090458059306,204.27699896157839,263.1136772276416,218.8843302687234,102.54285714285714,101.4,97.84285714285714
506,71E,Jul,2018,304.9890650447917,75.5833,4477.920387175474,269.36764451367253,223.45294411753395,294.813801461434,231.0034094833118,102.54285714285714,101.4,97.84285714285714
507,71E,Aug,2018,293.8882001712019,75.5833,4086.021647639095,251.50174512518748,207.84657320872273,273.71125632249453,227.0739700436472,102.54285714285714,101.4,97.84285714285714
508,71E,Sep,2018,275.4222162832266,75.5833,4362.101151974048,252.15977270104997,205.98065939771547,257.15998110693766,218.3021910924768,102.54285714285714,101.4,97.84285714285714
509,71E,Oct,2018,279.62367348342826,75.5833,5375.89652740751,256.4114120610746,204.82986231298796,265.005629550443,228.63516147085403,102.54285714285714,101.4,97.84285714285714
510,71E,Nov,2018,271.1853015150173,75.5833,5217.885432364028,259.53028248913506,204.32507403561402,270.4301082381955,230.4080398712414,102.54285714285714,101.4,97.84285714285714
511,71E,Dec,2018,277.6354035878296,75.5833,4146.841961121042,283.23129398869276,221.43980039229263,335.02109592992105,288.8204140332587,102.54285714285714,101.4,97.84285714285714
512,72Q,Jan,2018,456.5716806468906,181.1249,2961.657949845659,345.41766450083315,281.7540233402128,196.1188108316416,192.9110795920384,100.91666666666666,99.13333333333333,97.54999999999998
513,72Q,Feb,2018,402.98296921074905,181.1249,2607.6149662470484,323.3367782679785,266.4360329756222,176.56876553140955,170.2692451452009,100.91666666666666,99.13333333333333,97.54999999999998
514,72Q,Mar,2018,455.0713347529799,181.1249,2744.371425463865,360.0362602788628,298.49994431903224,208.7454568642964,202.26926281256743,100.91666666666666,99.13333333333333,97.54999999999998
515,72Q,Apr,2018,422.038880352729,181.1249,2572.898590972307,306.9405545824396,250.84952504654825,179.10844947326405,175.99457611846853,100.91666666666666,99.13333333333333,97.54999999999998
516,72Q,May,2018,450.9609115036088,181.1249,2764.9980759133614,336.81469477983126,277.62842789210595,174.1063763182202,171.29063977399022,100.91666666666666,99.13333333333333,97.54999999999998
517,72Q,Jun,2018,438.9967917166552,181.1249,2681.9890583790525,334.1857204857046,276.2317202504915,167.85654540043916,163.74336162504437,100.91666666666666,99.13333333333333,97.54999999999998
518,72Q,Jul,2018,450.2059076361119,181.1249,2761.4149131345275,361.67234404385374,298.65397765059623,165.1070614807793,168.80616635261083,100.91666666666666,99.13333333333333,97.54999999999998
519,72Q,Aug,2018,409.99332504807455,181.1249,2615.863418006028,317.17128194240195,259.9853668335015,187.2464801912934,182.95110169833083,100.91666666666666,99.13333333333333,97.54999999999998
520,72Q,Sep,2018,422.5592395082068,181.1249,2569.149796632048,320.1749319079006,265.7970028027822,178.0152811678571,172.77028172272284,100.91666666666666,99.13333333333333,97.54999999999998
521,72Q,Oct,2018,436.71107616898615,181.1249,3173.743643198699,330.1267340458416,268.5362982668128,192.64054804171045,187.5446170018589,100.91666666666666,99.13333333333333,97.54999999999998
522,72Q,Nov,2018,437.7821602662031,181.1249,3030.107953130685,336.0736695631178,273.2801085726835,198.08982641260255,190.48181669113413,100.91666666666666,99.13333333333333,97.54999999999998
523,72Q,Dec,2018,433.33219231591016,181.1249,2403.1814510318573,359.9321837034817,289.9073822555684,222.9952921989191,215.05601935460007,100.91666666666666,99.13333333333333,97.54999999999998
524,92G,May,2018,330.7770777894402,91.8428,4873.806112182992,216.19126765277906,151.79171194744268,263.7659130601419,244.2434246342664,100.86379310344827,106.70344827586206,100.51896551724138
525,92G,Jun,2018,329.1523810249688,91.8428,4623.421759789554,216.99809815568895,163.15974685382653,241.70648107418327,215.9232950214933,100.86379310344827,106.70344827586206,100.51896551724138
526,92G,Jul,2018,346.90218286027863,91.8428,4724.910390362664,233.34986301466222,177.00206196913402,244.352306332124,223.5232375319568,100.86379310344827,106.70344827586206,100.51896551724138
527,92G,Aug,2018,315.06819151855126,91.8428,4474.438932610939,215.88922341322822,163.8507247717032,230.72031776034703,219.7559307860823,100.86379310344827,106.70344827586206,100.51896551724138
528,92G,Sep,2018,313.988260375337,91.8428,4529.260867482263,209.78420594121025,160.31308333586765,213.7021083851973,201.62712809278463,100.86379310344827,106.70344827586206,100.51896551724138
529,92G,Oct,2018,285.6957388058727,91.8428,5690.386181605962,215.46098260783756,163.68728987495993,240.6612167747499,226.3868261856128,100.86379310344827,106.70344827586206,100.51896551724138
530,92G,Nov,2018,310.4645459415436,91.8428,5461.37530650198,212.85843703691293,159.83519142260565,250.36257605386595,232.6910764915704,100.86379310344827,106.70344827586206,100.51896551724138
531,92G,Dec,2018,327.85175756836685,91.8428,4379.668302795647,226.76695362938221,169.3785481147164,311.6303074383621,281.1325438684361,100.86379310344827,106.70344827586206,100.51896551724138
532,93C,Jan,2018,515.0538617797986,149.8001,3183.4291165359705,345.41766450083315,281.7540233402128,189.37904580838065,176.64874723047583,103.36,97.9,96.54
533,93C,Feb,2018,464.8020929225015,149.8001,2843.068863104898,323.33677826797845,266.43603297562214,164.50589819365942,147.18281229451784,103.36,97.9,96.54
534,93C,Mar,2018,525.0044559382804,149.8001,2991.633516933567,360.0362602788628,298.4999443190322,186.3349890954679,170.40709585641133,103.36,97.9,96.54
535,93C,Apr,2018,491.9046115456532,149.8001,2794.130310994452,306.9405545824396,250.8495250465483,158.49121596047002,152.3363469049754,103.36,97.9,96.54
536,93C,May,2018,530.1037849774467,149.8001,2984.370504425565,336.81469477983126,277.6284278921059,158.91177642738558,153.297627972211,103.36,97.9,96.54
537,93C,Jun,2018,510.67576056357774,149.8001,2956.253033208923,334.1857204857046,276.23172025049155,143.5646571664505,138.3243402374231,103.36,97.9,96.54
538,93C,Jul,2018,523.3398375568509,149.8001,3065.672185799609,361.67234404385374,298.65397765059623,148.9785387326177,142.8503719289907,103.36,97.9,96.54
539,93C,Aug,2018,475.0349298832245,149.8001,2790.0982709624363,317.17128194240195,259.9853668335015,137.64343281479788,130.9411675960163,103.36,97.9,96.54
540,93C,Sep,2018,498.5126178153419,149.8001,2768.149019927223,320.1749319079006,265.79700280278223,139.75291071234267,133.35772139003913,103.36,97.9,96.54
541,93C,Oct,2018,523.9379679986862,149.8001,3493.5757719787907,330.1267340458416,268.5362982668128,149.8463619183165,142.32967801757144,103.36,97.9,96.54
542,93C,Nov,2018,524.4559916849188,149.8001,3393.1753049564054,336.0736695631178,273.28010857268345,162.8637097037986,152.81031187562627,103.36,97.9,96.54
543,93C,Dec,2018,513.5331685359356,149.8001,2687.087658819988,359.9321837034817,289.9073822555684,186.06796657679132,176.83566299354942,103.36,97.9,96.54
544,99A,Jan,2018,897.0643514532734,49.4814,4713.508510268505,310.56180131094885,234.71618677292483,478.57225168501856,363.58153185291974,87.8,91.4,98.6
545,99A,Feb,2018,776.0491821169167,49.4814,4152.772556960797,261.7564348456899,205.2987969287578,411.81879031724196,302.30054994495646,87.8,91.4,98.6
546,99A,Mar,2018,897.7514783332726,49.4814,4405.453362273501,303.67621537362794,234.71618677292483,486.32983457518407,353.8673904462081,87.8,91.4,98.6
547,99A,Apr,2018,848.1166660603782,49.4814,4046.510405930309,264.97318059068954,203.67792374895882,411.4363051937066,327.3288072593715,87.8,91.4,98.6
548,99A,May,2018,921.3967268508976,49.4814,4299.8379188947765,294.36140305115833,227.9264365248979,424.9605868694818,334.71861599229146,87.8,91.4,98.6
549,99A,Jun,2018,863.6982785450695,49.4814,4020.460213332687,281.1069105448842,220.21374692127847,386.65568247850354,299.35345303156237,87.8,91.4,98.6
550,99A,Jul,2018,883.604748450933,49.4814,4166.899077229019,297.8698226331397,235.57245782292145,399.85387106818774,292.95908635092024,87.8,91.4,98.6
551,99A,Aug,2018,803.8374015286552,49.4814,3994.5919072621223,274.16507322471676,213.85109050597492,353.2446262066057,281.7615891766517,87.8,91.4,98.6
552,99A,Sep,2018,822.5110849733435,49.4814,3998.512572400943,269.15661676682885,209.4718161821478,355.82885261818416,287.29046067390937,87.8,91.4,98.6
553,99A,Oct,2018,880.7539802835005,49.4814,5037.165480362318,299.0240176737678,230.86192535566497,384.7040276173874,301.2021311286498,87.8,91.4,98.6
554,99A,Nov,2018,885.0476340604753,49.4814,4756.312472969641,283.9882313773547,216.54907349805683,395.6833121250235,312.7870170818837,87.8,91.4,98.6
555,99A,Dec,2018,866.3654625778576,49.4814,3660.6684531965548,285.20284456992897,228.23686082282856,468.0122297166422,380.8350434831645,87.8,91.4,98.6
556,99C,Jan,2018,759.5698715925917,20.5985,4863.994951088671,336.11646792815185,227.42309502788555,1452.42835714961,1175.0147102607773,95.5,100.3,102.3
557,99C,Feb,2018,702.963808044275,20.5985,4268.951622690973,283.7220972499102,189.55539985234708,1205.9873936240015,1009.6953670792125,95.5,100.3,102.3
558,99C,Mar,2018,786.8534116561885,20.5985,4519.358205694589,322.2622567468779,217.69043936504906,1382.792734189468,1159.5918661077003,95.5,100.3,102.3
559,99C,Apr,2018,815.5448212248464,20.5985,4122.921571959123,295.9493786212746,194.91342202631577,1292.950786593273,1119.5037597592175,95.5,100.3,102.3
560,99C,May,2018,893.9485884894531,20.5985,4451.149355535597,315.8702302937223,211.6454912713408,1321.736332862511,1157.3482867661273,95.5,100.3,102.3
561,99C,Jun,2018,854.9166201422433,20.5985,4261.086972352356,312.3271387076971,209.96794586734518,1198.3253585141015,1028.9845051919813,95.5,100.3,102.3
562,99C,Jul,2018,923.8051314416098,20.5985,4324.829477874602,330.78013815164866,225.59370284163174,1254.9651539673962,1049.585925561142,95.5,100.3,102.3
563,99C,Aug,2018,867.296162341918,20.5985,4223.996892977644,317.88039245885494,217.13366783010227,1183.3963840274084,1014.9303855428826,95.5,100.3,102.3
564,99C,Sep,2018,842.7798140641308,20.5985,4209.432725683909,318.4660871904224,218.40628848140923,1158.5476845273456,1005.7020780624505,95.5,100.3,102.3
565,99C,Oct,2018,938.3692987353448,20.5985,5241.498167342282,333.2096866677802,220.51045103555887,1214.1432984002856,1068.0707616457996,95.5,100.3,102.3
566,99C,Nov,2018,859.2373231060513,20.5985,4860.014078695051,334.8221548793794,215.76704678977822,1229.6225848009494,1086.28749705442,95.5,100.3,102.3
567,99C,Dec,2018,904.4347889409422,20.5985,3840.7165570308516,365.8422832549876,236.24466999717276,1473.8058584230882,1255.0215962149828,95.5,100.3,102.3
568,99G,Jul,2018,498.0187764094638,18.2463,3429.517217189238,245.94863694150467,159.03968802980467,505.57053696779303,468.03978259963026,100.3,99.6,98.9
569,99G,Aug,2018,464.9709804179477,18.2463,3349.8846341450044,226.92094640618498,146.5651208628301,554.8991534729848,515.0227269568118,100.3,99.6,98.9
570,99G,Sep,2018,475.932106783293,18.2463,3435.984281744792,223.81997397303476,144.30123429304453,528.7666282092271,488.50794400967465,100.3,99.6,98.9
571,99G,Oct,2018,478.06952642453535,18.2463,4220.417290080728,230.33113261472047,146.8102832133142,557.2969516687285,510.9221445351052,100.3,99.6,98.9
572,99G,Nov,2018,471.7120731326351,18.2463,4004.7023232107326,233.50499115206867,147.4640494812718,567.9480407556192,527.2549728249538,100.3,99.6,98.9
573,99G,Dec,2018,471.931295659942,18.2463,3200.9229268399617,240.65887271259106,148.0206342769654,690.6701324696627,637.9880735602786,100.3,99.6,98.9
574,A3A8R,Jan,2018,295.0886929055136,200.8447,3572.670824771578,1303.993531266723,1063.6555729567349,145.0274764531999,140.19289530667228,103.65714285714286,94.58571428571427,96.35714285714285
575,A3A8R,Feb,2018,263.96016424630574,200.8447,3212.1833436481024,1220.635510611096,1005.8283035369795,128.13382678258375,119.52020640823484,103.65714285714286,94.58571428571427,96.35714285714285
576,A3A8R,Mar,2018,294.62066960193624,200.8447,3396.420219204191,1359.1805013896933,1126.873453440758,153.65603374149282,134.87535394262335,103.65714285714286,94.58571428571427,96.35714285714285
577,A3A8R,Apr,2018,276.37771870504923,200.8447,3157.758208207635,1158.7377797754648,946.987347780066,121.18318282732878,113.814305281643,103.65714285714286,94.58571428571427,96.35714285714285
578,A3A8R,May,2018,289.5819506315078,200.8447,3456.466613258902,1271.5162783095484,1048.0809503191542,127.43179182721776,121.4022575651735,103.65714285714286,94.58571428571427,96.35714285714285
579,A3A8R,Jun,2018,279.5294075472243,200.8447,3426.612701256244,1261.5915818457424,1042.8082097592064,118.65884437079993,112.1015391494025,103.65714285714286,94.58571428571427,96.35714285714285
580,A3A8R,Jul,2018,286.47009355985,200.8447,3553.810481431673,1365.3569158161,1127.4549479287402,107.71008644987894,99.69394263328832,103.65714285714286,94.58571428571427,96.35714285714285
581,B2M3M,Jan,2018,348.1357866058147,93.7795,3737.757185738888,765.2839183927643,580.1194195520327,296.36127925451547,277.9163307279809,102.6,102.54999999999998,99.33333333333331
582,B2M3M,Feb,2018,323.81277358058,93.7795,3333.052532803011,706.9793161453962,538.8626584169151,293.6431349450036,262.8690625883362,102.6,102.54999999999998,99.33333333333331
583,B2M3M,Mar,2018,354.1498941666356,93.7795,3419.5426505792843,778.4308859216247,599.4683590754765,323.8741354365532,266.302947766234,102.6,102.54999999999998,99.33333333333331
584,B2M3M,Apr,2018,344.8301601096188,93.7795,3245.986596217724,674.555436885205,510.9803209962783,292.1030388352083,268.5615697283387,102.6,102.54999999999998,99.33333333333331
